QuoteText,Topic,Topic_Prob
"אני מחד שמחה ומאידך עצובה לפתוח את הדיון הזה בנושא של שילוב יוצאי אתיופיה. אני שמחה כי זה דיון חשוב מאוד לחברה הישראלית, לא בכדי זה דיון רביעי בדיוניה של הוועדה מאז התכנסותה בקדנציה הנוכחית, יוני 2015. זה נושא באמת מאוד מאוד חשוב שמלמד לא מעט עלינו, על החברה הישראלית, ועל היכולת שלנו לשלב את השונים מהקונצנזוס. אני מאוד עצובה, כי יש עוד צורך בדיונים מהסוג הזה. אני פותחת בלומר שאני מביעה תקווה שבעתיד הקרוב אנחנו לא נצטרך לדבר על שילוב, זה יהיה הדבר המובן מאליו. ",דיור,0.8439614
"זה תקדים. בניתם לנו תקדים בוועדה הזאת, של עזרה בסכסוך עבודה. ככה זה נקרא בז'רגון המקצוע. אני חושב שפה אנחנו לא מחפשים להגן על מישהו ולהזניח את השני, אין לנו ברירה אלא להיות כולנו מלוכדים כדי שהמהלך הזה ייצא לפועל וייצא באופן מיידי, וכל מה שבמיוחד אתם המדריכים, העובדים ואנשי העמותה מעוניינים לעשות זה לטפל בילדים, שכל כך זקוקים לכם ולנו כמערכת מקבילה, למרות הכתבות המוזרות ובעיני אפילו מטומטמות, שהכל נספר בכסף בטיפול בילד. ",דיור,0.8899996
אני מאוד מוטרד מהמצב היום בבורסה במדינת ישראל. אנשים לפעמים נוטים לשכוח שהבורסה היא תמונת ראי למצב הכלכלה במדינת ישראל. היכולת הבורסאית שלנו יש לה משמעויות אדירות לכלכלת ישראל ולקופת המדינה. ,דיור,0.94240874
"ב-15 בנובמבר 2015 הייתה החלטת ממשלה, שאני אקריא רק שני סעיפים ממנה לצורך הישיבה. סעיף 5 – לצורך יישום ההחלטה, כפי שאמרתי להביא את שארית יהדות אתיופיה לישראל, יוקם צוות בהשתתפות  מנכ""ל משרד ראש הממשלה, מנהל רשות האוכלוסין וההגירה, מנכ""ל המשרד לעלייה וקליטה, נציגי משרד האוצר (אגף תקציבים) ונציגי הסוכנות היהודית, אשר יגיש לאישור הממשלה תוך 60 יום, את המלצותיו בעניין הבאת יתרת יוצאי זרע ישראל באתיופיה לישראל, לרבות אך לא רק קצב הכניסה ובחינת האפשרויות להבאת המועמדים לכניסה שלהם יש קרובי משפחה מדרגה שנייה בישראל. ההיבטים התקציביים מבחינת מעורבותם של המוסדות הלאומיים וגופים ייעודים נוספים בהבאה.",דיור,0.7143483
"ככלל, הכוונה שלנו, להגיע להצעת חוק מאוזנת, שתקדם את השוק, שתייעל את המקומות שטעונים, ותפתח את השוק לתחרות. אני יודע שנמצאים כאן גם נציגי מכון התקנים. גם לכם אני אומר, שהכוונה שלנו בסוף היום  לראות איך ההצעה תהיה עד כמה שיותר מאוזנת, אבל מתוך מטרה להוביל לפתיחה, לתחרות גם בתחום הזה. ",דיור,0.9591017
"שלום לכולם, אני מתכבד לפתוח את ישיבת ועדת הכספים. הנושא: תקנות ניירות ערך לקביעת מנגנון חדש להצעת ניירות ערך לציבור.",דיור,0.56712925
אנחנו דנים בעקבות דיון דחוף שקבעתי אחרי פגישה עם התאחדות התעשיינים בדבר עיכוב ביציאה לביצוע של ההסכם בין התאחדות התעשיינים ומשרד הכלכלה ואנשי האוצר בנושא קורסים שהם אמורים להעביר. זה נראה לי כל כך דחוף והצורה שהוצגה נראית לי מספיק קשה כדי שנבקש דיון דחוף. לכן אני מודה לכם על שבאתם בהתרעה מאוד קצרה לדיון שאמור להסתיים בעשייה טובה לכולם.,דיור,0.9719669
"בוקר טוב. אני מתכבד לפתוח את ישיבת ועדת הכספים. אנחנו נתחיל בדיון מהיר, אבל לפני כן אני רוצה לומר משפט. אנחנו נמצאים עכשיו בעיצומה של מיני דרמה בנושא של החקלאות, גם בנושא של הפחתת המכסים וגם בכמה דברים שעומדים על סדר היום כאשר מצד אחד יש את הוזלת המחירים, דבר שמהווה מטרה של כולנו, ומצד שני לא לגרום לפגיעה בחקלאות כי בלי החקלאות אנחנו נמצאים במצב לא טוב מבחינת הערכים. צריך לדעת לעשות את האיזון בין הדברים האלה כך שמצד אחד לא תהיה פגיעה בחקלאות, לא תהיה פגיעה בחקלאים ולא תהיה פגיעה במפעלים שניזונים מהחקלאות, ומצד שני הרצון להוזיל את המחירים.",דיור,0.5443138
"כיום 6 שנים אחרי, תמונת המצב היא שיש לנו מדי שנה כ-500 נפגעים בתאונות אלכוהול. תאונות אלכוהול הן תאונות שבהן אחד הנהגים המעורבים נהג תחת השפעת אלכוהול או סמים. אנחנו מדברים על מאות נפגעים, מאות תאונות בשנה. אם אנחנו באים ובודקים את הקהל הייעודי שהחוק אמור להתייחס אליו, אותם נהגים צעירים, אנחנו מדברים, גם בחלוף השנים, על מאות נהגים צעירים שהיו מעורבים בתאונות הללו. ",דיור,0.6267233
"עכשיו בוא נגיד על מה אנחנו מדברים. אנחנו מדברים על זה שיש כ-400-450 ילדים בשנה, שמאובחנים כחולי סרטן והבקשה שלהם ממדינת ישראל היא מאד מאד פשוטה. הבקשה שלהם היא יכולת להמשיך ולקיים את המשפחות שלהם גם בתקופה הקשה הזאת. ",דיור,0.9457131
"בוקר טוב, אני מתכבד לפתוח את הישיבה בעניין הצעת חוק הרשות הממשלתית, בנושא: הצעת חוק הפיקוח על שירותים פיננסיים, התשע""ו-2016. היום אנחנו נתמקד בהצעת החוק על-ידי משרד האוצר.",דיור,0.90198934
"הישיבה הזו בעצם תוקדש לסיכום ולהצגה ואולי אפילו להפקת לקחים, תיכף נשמע מוועידת האו""ם, Ungass הידועה בשמה. רק כדי לסבר את אוזניכם, הרבה מהמשתתפים כאן, כולל אני, בעצם היינו חלק מהמשלחת הישראלית שייצגה את ישראל בוועידה הזו, ועידת הסמים של האו""ם שהתכנסה ממש לפני חג הפסח, בעצרת הכללית של האו""ם. זו הייתה פעם ראשונה מאז 1998 שהעצרת הכללית הקדישה את הדיון המיוחד שלה, בנוסף לכמה דיונים ואירועי צד בנושא מדיניות סמים עולמית. ",דיור,0.9777872
"לא הכרתי את ""תדמור"" לפני כן. ידעתי שיש בית-ספר למלונאות ""תדמור"". אני מניח שחלק מן החברים הכירו וחלק מן החברים לא הכירו. חבל שאני לא יושב-ראש הוועדה לענייני ביקורת המדינה. אם הייתי יושב-ראש הוועדה לענייני ביקורת המדינה – ודיברתי עם מאיר שמרה והוא גם בדעתי – מדובר במקום יוצא מן הכלל, מקום שנמצא בלב העיר הרצליה פיתוח, שנמצא במקום יוצא מן הכלל. המקום גדול, מתאים לעניין הזה. מדינה מסודרת הייתה משפצת את המקום הזה. זה משהו יוצא  מן הכלל. עובדים שם אנשים מחוגים מכל הסוגים במדינת ישראל: עובדים שם יהודים וערבים, דתיים וחרדים וחילונים, מהפריפריה ומהמרכז. אני לא מבין איך המדינה עמדה מן הצד במשך כל השנים ונתנה לעניין לקרוס. אז היה ניהול לא טוב, מכרו שם נכסים. אני מדבר על שנים עברו. מכרו נכסים. ",דיור,0.66854876
"לא, לא, המהות היא שהוא צריך לשמור על הבטיחות והתקינות, ובין היתר ציטטת את מה שראוי לפרט - - -",דיור,0.9017351
"יושבים כאן נציגים של משרדים והכל כאן נרשם לפרוטוקול, יהיו המלצות של הוועדה אז חשוב מאד שאתם גם תעלו את הנושאים שמפריעים או שאנחנו יכולים ככנסת ישראל לסייע. אנחנו נשמח לעשות זאתף ושוב פעם תודה לכם, תודה גם בשם העלייה וגם בשם כל הציבור בישראל. תודה. ",דיור,0.8749332
"תוכלו להסביר למה אתם מעבירים את זה להנחיות? בתיקונים האחרונים אנחנו שמים לב לזליגה הזאת מקביעה של הוראות שהיו קבועות בתקנון לתוך הנחיות דרך הסמכה של מנכ""ל הבורסה. עכשיו בעצם תהיה הפסקת מסחר לפרק זמן שייקבע בהנחיות. הפסקת מסחר של 45 דקות. זאת אומרת, מה לא ייקבע בהעברה?",דיור,0.9131785
"אני מבין שמבחינה היסטורית שאתמול, 21 ביוני, מבצע ברברוסה, שגרמניה הנאצית פתחה במלחמה נגד רוסיה. ",דיור,0.6919138
"האומדן הפסימי מדבר על 20% פחות מהצפי, וזה תמוה בעיניי שמשרד האנרגיה השקיע מאמצים כל כך גדולים וכל כך משמעותיים לגנוז את הדוח. היה שם תהליך: קודם נתנו לחברה הולנדית להעריך, אחר כך גנזו את הדוח, אחר כך החליפו את חברת הייעוץ, אחר כך עיכבו את פרסום הדוח עד אחרי החלטת בג""ץ בנושא ועד אחרי חתימה סופית של המתווה. אני מודה שהדבר הזה לא ברור ומעלה שאלות מאוד קשות. ",דיור,0.83813536
"רבותי, הצעת החוק הזאת נולדה בגלל הכשל – אני לא יודע אם לומר כשל שוק – שקרה בתחום ביטוח תאונות אישיות. נאלצנו בשנה האחרונה, בדקה ה-90, לאשר סכום שהיתה לו עלייה של מעל 75%. אני לא מכיר מוצר במשק הישראלי שעלה משנה לשנה ב-75%, הכרתי רק דבר אחר, ירידת שכר ב-75% - כשהייתי שר הורידו לסקטור מסוים ב-75%, זה כן. נכנסנו לנושא הזה במספר דיונים ותהינו איך יכול להיות שרשות קטנה, מועצה קטנה בצפון, הצליחה להשיג תעריף זול, לעומת מה שהצליח השלטון המקומי. תהינו והתברר ששנה אחרי זה אותה רשות מקומית כבר התחננה על נפשה, בגלל תביעות שהיו שם על פגיעות ועל פציעות התעריף קפץ. הגענו למסקנה שאין מה לעשות, צריך לנצל את הפרמטר הזה של הגודל, של ריכוז כל הקולקטיב של כל התלמידים במדינת ישראל. ",דיור,0.6529503
"אם המונופול של מכון התקנים קבע שתוך 12 שעות אתה מקבל כיבואן הזמנות ולמעשה חתמת על ההזמנות, שחררת את הסחורה, אנחנו עומדים בזה, אם אנחנו לא עומדים בזמן הזה אנחנו מחזירים את הכסף. אין לזה אח ורע בשום מדינה, בשום מקום, 12 שעות. אנחנו מדברים על כל היבוא למדינת ישראל לפי צו יבוא חופשי, שנדרש לו אישור ת""ר, מגיע לארבעה מרכזי שירות. אין פה אדם, הכול ממוחשב, ההשקעה כולה שלנו.",דיור,0.52085906
"הוא נתן לי מספרים והוא גם אמר לי שאנחנו עכשיו נשנה, תלה את זה בבית היהודי, תלה את זה עוד פעם - - - היהדות תלויה בתפיסות פוליטיות או במי מאייש תפקידים. הייתה לו תשובה מה אנחנו הולכים לעשות והייתה לו תשובה און דה רקורד ואוף דה רקורד בהקשרים האלה. ",דיור,0.5972364
"חברות וחברים, אני מתכבד לפתוח את ועדת הכלכלה של הכנסת. אנחנו מקיימים את הדיון במסגרת יום הדיור בכנסת. יש לי את הזכות יחד עם חברת הכנסת אורלי לוי אבקסיס להיות אחד מיוזמי היום הזה. הנושא של הדיון שלנו הוא הגדלת מלאי הדיור הציבורי. זה נושא שיש לו חשיבות אדירה מבחינת ההתייחסות לדיור הציבורי. אני רוצה לקבל בברכה את שר הבינוי והשיכון, חבר הכנסת יואב גלנט, ואת סגן שר הבינוי והשיכון, חבר הכנסת ז'קי לוי.  ",דיור,0.53034127
"אני רוצה לפתוח את הדיון בהערכה לך, אדוני השר, ולך, אדוני סגן השר. אני נמצא באופוזיציה. העבודה שנעשית במשרד הבינוי והשיכון היא שינוי מגמה. קודם כל,  קונים דירות. היו שנים שבהן רכשו 0 דירות, היו שנים שרכשו 5 או 6 דירות. בשנה שעברה קנו 750 דירות, שזה מספר הרבה יותר גדול מאשר בעבר. זה כיוון מאוד מאוד חיובי. זה מהלך שמשרד הבינוי והשיכון עשה מתוך התקציבים שלו, מתוך התמרון עם התקציבים שיש בתוך המשרד. אנחנו חייבים משהו הרבה יותר גדול אם אנחנו רוצים לעשות את השינוי הגדול, האסטרטגי בתחום הדיור הציבורי. ",דיור,0.939529
"בוקר טוב, אני מתכבד לפתוח את הישיבה בנושא הצעת חוק הפיקוח על שירותים פיננסיים (שירותים פיננסיים חוץ-מוסדיים), התשע""ו-2015. אנחנו אחרי דיונים שקיימנו בנושא של החוק, והיום נעשה הצבעות ונסיים, ואני אברך רק בסוף, אחרי שהכול יעבור. ברוך, בבקשה. ",דיור,0.54004246
"תודה רבה אדוני יושב ראש הוועדה, בוקר טוב לכולם. הצעת החוק הזאת, כפי שאמרתי גם בקריאה השנייה וכפי שאמרתי במליאת הכנסת בקריאה הטרומית, הצעת החוק לא באה לשנות דבר ולא חצי דבר. הצעת החוק הזאת איננה מתערבת לא בטובלים ולא בטובלות. אין אפשרות גם למנוע מטובל או מטובלת באיזה מקווה ציבורי – אני לא מדבר על מקוואות פרטיות, שגם שם אני חושב שלא מונעים ממשהו. הכוונה להשאיר את הסטטוס קוו הקיים, כפי שהיה בטרם החלטת הבג""צ. ",דיור,0.6951338
"חברים, בוקר טוב, שלום לכולם. אנחנו היום מתכנסים לאישור תקנות מחלות בעלי חיים (דיג), התשע""ו-2016. זה לא דיון ראשון שמתקיים. אני מבין שבכנסת הקודמת, עם יושב-ראש הוועדה הקודם, אבישי ברוורמן, התקיים דיון.",דיור,0.693081
"בוקר טוב גברתי, תודה רבה. אני אגיד מאוד בקצרה. משני הקצוות, מצד אחד זה משהו שהוא הזוי שהוא לא היה עד עכשיו ומצד שני, באותה מידה הוא טריביאלי ממש. אנחנו כמחוקקות ומחוקקים חייבות לתת אפשרות לשני ההורים להיות עם הילדה או הילד, אם הם חולים, בבית. זה נכון לא רק לעניין שוויון ויכולת לטפל בילדה או בילד בצורה טובה אלא לדעתי זה חד משמעית לטובת עולם העבודה ולטובת המעסיקות והמעסיקים. אם נצליח לעשות את זה – ואין לי ספק שנצליח – ניצור מצב שכל מעסיקה ומעסיק מפסיד פחות ימי עבודה, כי במקום שאו האימא או האבא יצטרכו לקחת את כל ארבעה-חמישה ימים, כל אחד מהם יוכל לקחת רק חלק מהם. גם הפגיעה במקום העבודה תהיה קטנה יותר. כך שאין לי ספק שזה לטובת כולם ואני בטוחה שנצא מכאן עם פתרון מושלם לעניין זה.",דיור,0.6015426
"אני אתחיל מזה שלפני כמה חודשים בודדים אנחנו העברנו כאן הצעת חוק שינוי שיטת חישוב דמי לידה לעצמאיות, שם באמת היה עיוות מאוד גדול. כאן בוועדה דנו, גברתי היושבת ראש, ועלו כאן מספר ארגונים שמאוד נגעו לליבי. אמרו לי, בסדר, אז אתם מסדרים את המצב של העצמאיות, מה קורה עם השעתיות שהבעיה הכי גדולה דווקא שם - הבטחתי להם שאני אנסה לטפל גם בזה. ",דיור,0.8836244
"רבותיי, סוגיית הנשירה דוברה בעבר, מדוברת בהווה ותדובר בעתיד, אני מקווה במינון נמוך יותר. לא יודע אם טופלה בעבר, אני מקווה שמטופלת בהווה ואני רוצה לשמוע איך היא תטופל לעתיד. אנחנו שומעים לאחרונה כל מיני נתונים על נשירת תלמידים שמאפיינת כמעט את כל החברה בישראל, אבל ישנם מגזרים שאצלם הסיפור בולט. לא היה צריך לעשות מחקר לפני 20 שנה או איזה תוכנית, אפשר היה לדעת לפני עשר ו- 20 ו- 30 שנה, שב- 2016 ניתקל בנתונים האלה.",דיור,0.6821545
"שלום לכולם, אני מתכבדת לפתוח את ועדת העבודה, הרווחה והבריאות. אני חברת מירב בן ארי אחליף את חבר הכנסת אלי אלאלוף, יושב ראש הוועדה. הנושא: אלפי תושבים מרקע חלש מנוצלים במיזמי ההתחדשות העירונית, של חברת הכנסת יוליה מלינובסקי; אלפי תושבים מרקע חלש מנוצלים במיזמי ההתחדשות העירונית, של ח""כ יוסי יונה; נתוני משרד הרווחה על פגיעת מיזמי ההתחדשות העירונית באוכלוסיות חלשות, של ח""כ תמר זנדברג.",דיור,0.6198175
"ההתחדשות העירונית נותנת לנו אפשרות גם כן לבנות ממ""דים בדירות חדשות, גם לטפל בתשתיות. גם לטפל בכל מה שקשור לכלים סניטריים או דברים כאלה שזה מאוד חשוב, כי בשכונות ישנות סובלים הרבה מפחת טבעי שקורה שם במשך שנים רבות.",דיור,0.59090656
"עצרתי את הדיון בהצעת חוק תקציב המדינה ואני עובר לבקשת מבקר המדינה להאריך את מועד מסירת הדין וחשבון של מבקר המדינה בדבר חשבונות הסיעות לתקופת הבחירות לכנסת ה-20 ולתקופות השוטפות – על פי סעיף 10(ו) לחוק מימון מפלגות, התשל""ג-1973. הסעיף השני הוא הארכת מועדים לפי חוק מימון מפלגות, התשל""ג-1973 (המפלגה הלאומית הערבית).",דיור,0.79467726
"אני מתכבד לפתוח את ישיבת ועדת החינוך, התרבות והספורט של הכנסת. היום ה-26 ביולי 2016, כ' בתמוז התשע""ו. הנושא שעל סדר היום הוא קשיים של אמנים ותיקים והקושי בביסוס מעמדם כנכסי צאן ברזל בתרבות הישראלית, ישיבה לציון יום האזרחים הוותיקים.",דיור,0.55364746
סוגרים ישיבה ומתחילים דיון חדש לגמרי שכבר התחלנו בו. זה דיווח של המפקחת על הבנקים בתום המחצית השנייה של 2015 על עמלות בהתאם לחוק הבנקאות.,דיור,0.93870395
"מי שרץ למרחקים יודע, שלקראת הסוף הנשימה מתקצרת והקשיים גדלים, ואז יש הפיתוי להישבר ולעצור. צריכים הרבה כוחות נפש כדי להמשיך הלאה באותו קצב. אני אומר, ככל שאנחנו מתקרבים לסיום, ההמולה רבה מכל הכיוונים – לא כאן; גם מחוץ ל-24 שעות, וכל גוף וכל צעד וכל מערכת מנסה עוד משהו וכו', והקושי גדל.",דיור,0.9322141
"רבותיי, אנחנו ממשיכים בישיבה. אנחנו עוברים לסעיף הבא בסדר היום בו יש שתי הצעות חוק שעומדות על סדר היום: הצעת חוק ניירות ערך (תיקון מס' 60) (שינוי מבנה הבורסה), התשע""ו-2016 והצעת חוק ניירות ערך (תיקון מס' 61) (רישום צולב), התשע""ו-2016.",דיור,0.53034073
"ברשותכם, אנחנו נתחיל בסעיף המרכזי שלנו שבעטיו אתמול הגענו לטונים קצת גבוהים, אבל ברוך ה' ירושלים כל כך על ראש שמחתנו, שנדדה שנתנו כל הלילה, אדוני ראש העיר, ומצאנו, באמת אני אומר את זה, לפחות אני, ואני יודע להגיד את זה על כל חברי הכנסת, אני לא פגשתי ולו חבר כנסת אחד שאין ולא חושב שהשידורים צריכים להיות כולם מירושלים. אני אגיד לך עוד דבר, בשונה מהערוצים המסחריים שבכאילו, כאן אין לי ספק שבסופו של תהליך לא ירחק הזמן שכל השידורים, כולם, יהיו סוף סוף מירושלים ושהאמירה 'קול ישראל מירושלים' באמת תהיה אמירה מלאת תוכן. ",דיור,0.72819054
"אנחנו דנים בהצעת חוק המפלגות (תיקון מס' 20) (כיסוי גירעון לאחר תקופת הבחירות המקדימות), התשע""ו-2016. הצעת החוק הזו נדונה, אפשר להגיד, לעומק ובאריכות לקראת קריאה ראשונה. רק שמאחר שקריאה ראשונה הייתה, נדמה לי, לפני כשבוע - - -",דיור,0.7617247
"אני ביקשתי שני דברים, ובינתיים התברר משהו שאני רוצה להביא לוועדה. אבל תכף נגיע לזה. אנחנו מדברים על מיזוג חברת ""פרזות"" עם חברת ""עמידר"". בישיבה היה מדובר – וככה זה גם אושר – שלא יעבירו את המניות, אלא עד שיקנו דירות. הטענה בעניין הזה הייתה שאם זה מה שיקרה אז לאף אחד לא יבער לקנות דירות, ולכן ההצעה הזאת היא הצעה לא טובה. ההצעה שהוצעה לי, ואני חושב שהיא נכונה היא לא לעכב את המניות, אבל מחיקת החובות של הממשלה למה שקיים היום תהיה רק לאחר דיווח לוועדת הכספים שאכן כל הכסף, 130 מיליון שקל, נוצל וקנו עם זה דירות. ",דיור,0.6620266
"אני מחדש את הישיבה, אנחנו עוסקים בהצעת חוק ניירות ערך, שינוי מבנה הבורסה. פרופ' האוזר. בבקשה. אנחנו בדיון שני, הדיון הראשון היה דיון עקרוני, אנחנו מקדישים את הישיבה הזאת, ככל שהיא תהיה - - -",דיור,0.53648096
"אני אגיד מילה אחת: החוק הזה התחיל בשיחה שלי עם חבר הכנסת אוסאמה סעדי כשנכנסתי לתפקיד. הוא אמר לי: בא נעשה מבצע. בהתחלה חשבנו לעשות מבצע בהוצאה לפועל. מבצע בהוצאה לפועל הוא הרבה הרבה יותר קשה כי כמו שהיושב ראש אמר, כדי שזה יהיה טוב לכולם, ההוצאה לפועל  זה בעיה, כי בהוצאה לפועל יש זוכה. אני לא יכול לעשות הפחתות חובות על חשבונו אלא אם כן הוא מסכים. אז אנחנו עושים המון מבצעים גם בהוצאה לפועל בהסכמת הזוכים, הרבה בנקים והכל אבל לא מבצעים ממלכתיים כאלה. ואז, באנו עם הרעיון ביחד, שנעשה את זה במרכז לגביית קנסות, ששם הזוכה היא המדינה, והמדינה כמובן רשאית לוותר. ",דיור,0.51254684
"במשרד התחבורה יש מודעות לנושא הזה אבל לא תמיד יש גישה שמספיק מסתכלת על האנשים עצמם ומספיק רואה את ההצעות, את הרעיונות והמחשבות שאנשים מעלים. ולכן, אני מברך כאן, במיוחד, את הנציגים של התארגנויות התושבים שקמו כדי לפעול בנושא של תחבורה ציבורית בפריפריה, ואת נציגי ארגוני התחבורה הציבורית, שעושים כתמיד עבודה מאד מאד חשובה וראויה בתחום הזה.",דיור,0.5859352
היום נרצה לשמוע בעיקר מה קורה בעיר קריית-גת מאז הדיון ואותן התפתחויות והאם משרדי הממשלה הפנימו את תוכן הדיון הקודם ועשו פעולות רלוונטיות. ,דיור,0.51406133
"יום העלייה, זה מאוד חשוב שחגגנו אותו בכנסת בוועדת העלייה והקליטה, עם יושב ראש הכנסת ושרת הקליטה, עם יושב ראש הסוכנות היהודית וחברי הכנסת והארגונים שפועלים בתחום עלייה וקליטה ובמליאת הכנסת, זה מאוד מאוד חשוב כי מדינת ישראל הוקמה והתפתחה והתחזקה על ידי העולים, על ידי העלייה, מיליוני עולים הגיעו לישראל. מדינת ישראל הופכת את העולים למנהיגי המדינה. אנחנו רואים היום, יש לנו שר ביטחון שהיה עולה חדש, שרת הקליטה שהייתה עולה חדשה, יושב ראש הסוכנות היהודית, יושב ראש הכנסת, השר להגנת הסביבה השר אלקין, ואני, שגדלתי באתיופיה כרועה צאן, הגעתי בגיל 27 והיום הפכתי להיות אחד המחוקקים של מדינת ישראל. זו ההיסטוריה והתמצית של הציונות ומדינת ישראל ולכן אנחנו צריכים לחגוג כל שנה וללמד את זה לדור הבא, כי זה השורש שלנו, זו המסורת שלנו, זה מאוד חשוב. ",דיור,0.6577797
"אנחנו מחדשים את הישיבה. הסעיף הבא בסדר-היום: הצגת התקציב – רבותי, מה ההתרגשות הזאת? בסדר, אז יש ראש ממשלה חדש בישראל, אז מה?",דיור,0.55128497
"אנחנו מחדשים את הישיבה. הסעיף הבא בסדר-היום: הצגת התקציב – רבותי, מה ההתרגשות הזאת? בסדר, אז יש ראש ממשלה חדש בישראל, אז מה?",דיור,0.55128497
"שלום לכולם, על סדר היום הצעת חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס' 16) (שיעור הגירעון וסכום ההוצאה הממשלתית בשנות התקציב 2017 ואילך), התשע""ז-2016,  מ/1083",דיור,0.7084821
