,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
9685,היושב-ראש השר היושב-ראש ביקשנו חשים איזושהי מגמה מסוכנת שאפשר לכנות קריסה והתמוטטות התחום הסיעודי ובתוך מערך האשפוז הסיעודי ייאמר לזכותו השר ליצמן שב-2011 שהתריע המצוקה המערך הסיעודי ושם הפתרון השולחן ביטוח סיעודי ממלכתי מאז קרה היושב-ראש המכרז שלפיו מתוקצבים בתי האבות והמחלקות הסיעודיות שלפי הנטען מתומחר בחסר 400 מיליון שקל טוענים המשפט המכרז הקודם השופטת אגמון קבעה שהתעריף מאפשר מרכיב הרווח לבתי האבות עלות הקיום בכבוד,בריאות,0.9854283,"('0.022*""החולים"" + 0.022*""בתי"" + 0.017*""הספר"" + 0.010*""הבריאות"" + 0.010*""בבתי"" + 0.010*""חולים"" + 0.005*""השואה"" + 0.005*""לבתי"" + 0.004*""קופות"" + 0.004*""ניצולי""',)",6
8917,מתחילה בהצעה ונקריא לציין שהיום פטירתו הרב עוזי משולם זל זכר צדיק לברכה שלזכותו וזכותו עומדת בשמים שהתחיל המאבק להקמת חקירה שהיו שתי ועדות בדיקה החקירה הממלכתית כהן-קדמי עשתה עבודתה נאמנה דנה הפרמטרים שעלו בפניה מבצע כתונת פסים שבו העלו אונייה והעבירו לארצות הברית מחקרים רפואיים שנעשו בילדים ניתוחי גופות הדברים תיקי החקירה וחומר החקירה כהן-קדמי והם בדקו הדברים שצריך לויטן דיבר שהמוסד מעורב נבדק,בריאות,0.98521304,"('0.013*""הרווחה"" + 0.011*""בריאות"" + 0.009*""הנפש"" + 0.008*""אלאלוף"" + 0.007*""העבודה"" + 0.007*""מזון"" + 0.007*""אלי"" + 0.005*""לבריאות"" + 0.004*""המזון"" + 0.004*""הבריאות""',)",6
9565,מתחיל 12 שנות לימוד העליתי במליאת מכרז האוצר שבתנאי הסף 12 שנות לימוד תעודה מהסוג פנה אלי שהשתתף במכרז ופסלו הסף נאמר על-ידי חאלד מסאלחה תחום פיקוח ובקרה בנציבות שירות שתנאי הסף השכלה 12 שנות לימוד תעודה 12 שנות לימוד שיראו שהבחור ישב הברזלים בכיכר העיר ועשה ייעשו ישב מוסדר מבדיקה מעמיקה במסמכים הקיימים בתיקך האישי ברשותך 12 שנות לימוד בדיקה מעמיקה,נשים,0.9844998,"('0.016*""מעמד"" + 0.015*""האישה"" + 0.014*""לקידום"" + 0.010*""מגדרי"" + 0.009*""נשים"" + 0.008*""ולשוויון"" + 0.007*""פותחת"" + 0.004*""הנשים"" + 0.003*""מינית"" + 0.003*""שמחה""',)",6
8039,להפעיל רגולציה להפעיל ניקח השטחים הקרובים לחקלאות מחירי החלב 10 אגורות לעמוד הרפתן היצרן רפתות לפקח לכוון משלמים יקבל ליטר חלב בביצים במכסות מפעילים רגולציות בלולים בעופות החקלאים עצמם להפעיל להפעיל עליהם מכסות מחירים מגדלים רגולציה שלמה להשפיע שהמחירים סבירים משקפים העלויות כשמגיע מחיר הפירות והירקות שהצרכן בקצה משלם הפקר שליטה משאירים לכוחות חזקים לכוחות חלשים מצליחים להוביל להשתלט ולהשפיע,כלכלי,0.98399574,"('0.003*""צריכים"" + 0.003*""מעונות"" + 0.003*""לעסקים"" + 0.002*""ימים"" + 0.002*""מצד"" + 0.002*""מדינה"" + 0.002*""הכלכלה"" + 0.002*""עליה"" + 0.002*""כפולה"" + 0.002*""לומדים""',)",6
7869,שהמודל התקצובי לבתי החולים שעתיד להחליף מבחני תמיכה הקיימים מרכיב מרכזי ומשמעותי ליציבותם והתנהלותם השוטפת בתי החולים השונים המנגנון שהתבסס תשלום חודשי קבוע שיועבר בתי החולים ציבורי כללי נורמטיבי ושקוף יסדיר התנהלות אחידה כלל בתי החולים שיתאפשר פיקוח ובקרה מצבם הפיננסי הבקשה והדרישה יחד נוודא שיינתנו ותשומת הקשיים והאתגרים התקציביים משפטיים שהמודל מציב בפני בתי חולים הקטנים הייחודיים הפרטיים,בריאות,0.98372316,"('0.022*""החולים"" + 0.022*""בתי"" + 0.017*""הספר"" + 0.010*""הבריאות"" + 0.010*""בבתי"" + 0.010*""חולים"" + 0.005*""השואה"" + 0.005*""לבתי"" + 0.004*""קופות"" + 0.004*""ניצולי""',)",6
9254,שישי הטלפון מצלצל כשאת מבשלת כוננית שואלת בזרם חשמל מכה בך פתאום אוי אכן הכוננות קרה הגיע ידוע מקשיבה וכולך זעזוע ילדה שיצאה לשתות זרים עצרה טרמפ מזדמן בהרים ילדה שניסתה סמים בראשונה בשכונה מעבר לפינה ילדה שחשבה שהבחור המפרגן שאמר התכוון ילדה שרצתה תשומת הבינה שלגופה רעב עניין בנפשה רגשותיה למשש שדיה ולחלל גופה נעוריה להתעלל ולראות ייסוריה,קורונה,0.9836911,"('0.029*""הקורונה"" + 0.021*""הוראת"" + 0.014*""נגיף"" + 0.011*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""לחוק"" + 0.008*""מיוחדות"" + 0.008*""1"" + 0.007*""2"" + 0.007*""התקנות""',)",6
4723,הפעולות שעושים בסדר שמש חורף אמרו תשמע הלילה ז בחשוון מתחילים ותן טל ומטר לברכה נעשה נבקש ותן טל ומטר לברכה אמתי גשם אמתי מפחדים שיזיק לבית שנוכל בלילה ותן טל ומטר לברכה אמתי שהבקשה אמתית שתוריד טל ומטר צריכים להכין הכן ביתך לחורף שעשינו שגמרנו לשפץ מסיימים שמהיום נבקש גשם אמתי שתפס באמיתות שמצפה לגשם מייחלים וכמה,כלכלי,0.9834429,"('0.003*""צריכים"" + 0.003*""מעונות"" + 0.003*""לעסקים"" + 0.002*""ימים"" + 0.002*""מצד"" + 0.002*""מדינה"" + 0.002*""הכלכלה"" + 0.002*""עליה"" + 0.002*""כפולה"" + 0.002*""לומדים""',)",6
3904,אומרת עמותה נניח בלשון גסה ומבלי להיכנס שמאשרת מאחזים בלתי חוקיים 46 עמותה כחוק מסייעים מיני קבוצות מהסוג מהציבור מהציבור יכולים להתערב הזה; שהמדינה להתערב שנוי במחלוקת המשמעות העניין שבסופו נאשר סבור שדבר שנוי במחלוקת יכולים למנוע האישור עמותות שמסייעות לגופים שמדברים במדינות פעולות שהממשלה הצבא שנוי במחלוקת כלומר שיכולים לקונצנזוס שבו הרוב המוחלט סבור לסייע השאלה אפשרי,נשים,0.98343664,"('0.016*""מעמד"" + 0.015*""האישה"" + 0.014*""לקידום"" + 0.010*""מגדרי"" + 0.009*""נשים"" + 0.008*""ולשוויון"" + 0.007*""פותחת"" + 0.004*""הנשים"" + 0.003*""מינית"" + 0.003*""שמחה""',)",6
9317,שבעיות החניה בימי ההילולה ובכלל דורשים היערכות מיוחדת בשילוב הגורמים הקשורים לאפשר זרימת המבקרים ולשמור בטיחותם וביטחונם אלפי המבקרים בהילולה פיקוח נפש שבשעתו ידענו שבמירון בעיית חניה בלג בעומר במוצאי שבת מוצאי שבת חורפית וחשבתי שעכשיו נוכל להיכנס הרכב לחצר בעיית חניה האזור באים ימים ולילות שבתות מועדות ימות לג בעומר עת עשו במירון הפאות בשנת 1958,חינוך,0.9831682,"('0.076*""החינוך"" + 0.020*""התרבות"" + 0.017*""והספורט"" + 0.012*""חינוך"" + 0.011*""הלימודים"" + 0.009*""במערכת"" + 0.008*""שנת"" + 0.008*""בחינוך"" + 0.007*""מערכת"" + 0.007*""הספורט""',)",6
1654,זהו במסגרת סדרת דיונים מערך הבטחון התזונתי בנוסף שנקיים בטחון תזונתי בריאותי שכולל פיקוח המחירים מוצרי יסוד בריאים השונים בראייה מערכתית אחידה משלימה העקרון המנחה אותנו שבטחון תזונתי מתקיים לכלל גישה פיזית וכלכלית למזון ומזין הצרכים וההעדפות התזונתיות בכמות מספקת לצורך הבטחת בריאים ופעילים עקרון מושג בחינה פרמטרים שונים כגון זמינות פיזית המזון נגישות למזון וצריכת המזון,בריאות,0.9831538,"('0.013*""הרווחה"" + 0.011*""בריאות"" + 0.009*""הנפש"" + 0.008*""אלאלוף"" + 0.007*""העבודה"" + 0.007*""מזון"" + 0.007*""אלי"" + 0.005*""לבריאות"" + 0.004*""המזון"" + 0.004*""הבריאות""',)",6
1275,בסדר תרחיבו לציון תרומת מתנדבי שנת השירות וחניכי המכינות הקדם צבאיות ששילוב עולים במכינות קדם צבאיות עוזר לעולים חדשים והוותיקים לשפר הקליטה בצבא ובחברה הישראלית מרגיש שזו מצוינת לשפר הקליטה ושילובם מצד ולתרום לשירות משמעותי ותורם לעולים בצבא הצבא המקום לקליטתם ושילובם עולים חדשים וכמובן המכינות הקדם צבאיות יחזק להשתלב ולהתקדם כמאוד וקבענו במסגרת שהכנסת מציינת,עולים,0.9828782,"('0.016*""העלייה"" + 0.015*""עולים"" + 0.013*""הקליטה"" + 0.011*""אתיופיה"" + 0.010*""יוצאי"" + 0.009*""העולים"" + 0.007*""חדשים"" + 0.007*""חברתי"" + 0.006*""והקליטה"" + 0.005*""מקיימים""',)",6
1952,וכרגיל כשמציינים באים לעודד לחזק לציין לתמרץ ענף החקלאות כללי באיזה מבחן נלחמים הקיום הלגיטימיות המשכיות ואולי הכדאיות הנושאים שעולים מפעם לפעם מקבלים הפעילות הנכונה input הנכון אוזן מספקת לחוש ולשמוע הטלטלות והקשיים שהענף עובר להסתכל ענף החקלאות כדאִי ורק מהיבטים כלכליים גרידא ערכים ערכים חשובים שצריך לחזק לתמוך בהם לבסס וחס וחלילה הפוך ולפגוע בהם,נשים,0.9828468,"('0.016*""מעמד"" + 0.015*""האישה"" + 0.014*""לקידום"" + 0.010*""מגדרי"" + 0.009*""נשים"" + 0.008*""ולשוויון"" + 0.007*""פותחת"" + 0.004*""הנשים"" + 0.003*""מינית"" + 0.003*""שמחה""',)",6
9557,ייאמר לזכותה שרת התחבורה שבתקופה שהייתי בבידוד אמרה יעקב ייתכן שנצטרך לחוקק צרחתי עליה אמרתי יקום מאריך פחדתי שברגע אאריך מנהלי החברות יורידו הילוך מתהליך ההשבה משכתי ודרשתי מסמך שמראה החברות הספיקו להחזיר החברות עצמן יכולות מסמך חברות בורסאיות חושף אותן מיני ביקשתי מסמך מרתא יעשו הבדיקה ויתנו מסמך משלוש החברות הצליחה להחזיר ההשבה מתפשרים,בריאות,0.9825656,"('0.022*""החולים"" + 0.022*""בתי"" + 0.017*""הספר"" + 0.010*""הבריאות"" + 0.010*""בבתי"" + 0.010*""חולים"" + 0.005*""השואה"" + 0.005*""לבתי"" + 0.004*""קופות"" + 0.004*""ניצולי""',)",6
6651,בסיומו קול קורא שהעלינו הסתיים חמישי קול קורא בשונה משנה שעברה בהתפתחות משנה שעברה קול קורא לחופשות לניצנים הרגיל לאפשר לרשויות להתארגן מסודר כולה הקל בהתנסחות בכלים שהעמדנו לטובת הרשות מחשבון שיוכל לחשב המרווחים השונים הדרכים שבהן לממש הצהרון הווריאציות שאפשרנו כשעדנו עקרוניים היגוי רשותית להיכנס ולקבוע המתווה כללי התוכן החינוכי שניים שהסכמת הכרחית הסכמת,עולים,0.9825456,"('0.016*""העלייה"" + 0.015*""עולים"" + 0.013*""הקליטה"" + 0.011*""אתיופיה"" + 0.010*""יוצאי"" + 0.009*""העולים"" + 0.007*""חדשים"" + 0.007*""חברתי"" + 0.006*""והקליטה"" + 0.005*""מקיימים""',)",6
6928,ככל שצוללים פנימה מזהים פערים במספר השעות שמקצים בתי שונים ברחבי הארץ ללימוד השפה ההתחלה אמנם מוגדר כיתה בהרבה מקומות מתחיל בכיתה ובחלק מהמקומות מתחיל מוקדם מראשית הדרך פערים בלימוד השפה האוכלוסיות השונות וולונטרית החלטה יישוב גורם והמטרה בדברים לקבוע התחלתי כיתה שמהרגע נכנסים למערכת החינוך להתחיל ללמוד השפה האנגלית שימוש מיטבי קבוצה נגיש,בריאות,0.98225236,"('0.022*""החולים"" + 0.022*""בתי"" + 0.017*""הספר"" + 0.010*""הבריאות"" + 0.010*""בבתי"" + 0.010*""חולים"" + 0.005*""השואה"" + 0.005*""לבתי"" + 0.004*""קופות"" + 0.004*""ניצולי""',)",6
9432,כשהקמתי אמרו הנה לסדר לעצמו גוב לתפור לעצמו חליפה ועושה ועדה בצניעות שזו הוועדות הפעילות הגדול שקרה לוועדה הגדול שקרה לוועדה זכתה בחברי שלאט לאט הבינו תחילת עבודתה המשמעות וחברי מצוינים יושבים שניים לצדי פעילים בדיונים מגיעים והם אומרים חשובים לצמצום הפערים בחברה הישראלית שלושתנו במקרה במקרה מגיעים מהתחום המוניציפאלי חברתי סגנית עיר ממלאת,עולים,0.9822514,"('0.016*""העלייה"" + 0.015*""עולים"" + 0.013*""הקליטה"" + 0.011*""אתיופיה"" + 0.010*""יוצאי"" + 0.009*""העולים"" + 0.007*""חדשים"" + 0.007*""חברתי"" + 0.006*""והקליטה"" + 0.005*""מקיימים""',)",6
1404,הזמנו לבניינים שתראו בניינים שעומדים בסכנת התמוטטות ברזלים כתמיכה שהדיירים הדירה תהליך אומרת השיכון אחריות ולהגיד דיור ציבורי מטפל שקנו במענקים הקליטה בשעה עובדים יכולים לבוא לפה הצהריים וזאת שכונה אחוזים יוצאי אתיופיה 40% מהתושבים יוצאי אתיופיה שכונה שירותים לעומת הרחוב המקביל מעבר לכביש נווה ים בניינים מפוארים יוצרים קהילה 40% מצוקתית ניכנס הרחבה,עולים,0.9822243,"('0.016*""העלייה"" + 0.015*""עולים"" + 0.013*""הקליטה"" + 0.011*""אתיופיה"" + 0.010*""יוצאי"" + 0.009*""העולים"" + 0.007*""חדשים"" + 0.007*""חברתי"" + 0.006*""והקליטה"" + 0.005*""מקיימים""',)",6
8033,מזמינות מתלבטת באיזה מילים להשתמש התואר שניתן לנשים חסרות מעמד בעיני טרמינולוגיה אכזרית בעיני אישה המעמד ולכל אשה גבר הקיום והזכות במעמד שוויוני לבוא ולהגיד חסרות מעמד משקף כאילו הנשים שקופות להדגיש מדברות נראות נראות שקופות בעיני הממסד הדברים מנסים לבדוק הממסד זרועותיה מתייחסת לנשים הללו השלכות המעמד חוסר מעמד משפיע חיי שלהן,נשים,0.9819238,"('0.016*""מעמד"" + 0.015*""האישה"" + 0.014*""לקידום"" + 0.010*""מגדרי"" + 0.009*""נשים"" + 0.008*""ולשוויון"" + 0.007*""פותחת"" + 0.004*""הנשים"" + 0.003*""מינית"" + 0.003*""שמחה""',)",6
9779,הצעה לסדר קשורה לנושא הרביעי שהלימודים במכללות להשכלה גבוהה המתוקצבות מתנהלות כסדרם לשביתה 30000 סטודנטים 1300 מרצים מהסגל הבכיר שמבקשים תקופה ארוכה בסך הכול לנהל משא ומתן בתום האוצר והמועצה להשכלה גבוהה והדבר נענה שכבר מצריך התערבות בהקשר הרי לכסף ששר החינוך מתעלם משביתה 1300 מרצים ו-30000 סטודנטים ההתערבות להושיב הצדדים למשא ומתן,חינוך,0.98192114,"('0.007*""החינוך"" + 0.007*""גבוהה"" + 0.006*""הגבוהה"" + 0.006*""להשכלה"" + 0.004*""ההשכלה"" + 0.004*""במוסדות"" + 0.004*""מודה"" + 0.004*""התרבות"" + 0.004*""החשמל"" + 0.004*""האנרגיה""',)",6
9934,מודה לבנימין למקין מודה לליליה פרישר שהגעתם בזמן מודה הרשימה הגדולה 46 וסעיף 61 היות שזו בקשה לדחות ליום שישי בבוקר שהחברים יספיקו לעבור מתנצל בפניכם ביקשתי שתבואו כרוך במאמץ אמרתי בחזל שכר פסיעות שכר פסיעות התכוונתם לטובה משבח העובדה שבלי עיכובים מגיעים לפה רשימות גדולות תעודת לאגף ארז אורעד ושל החברים,חינוך,0.9815813,"('0.007*""החינוך"" + 0.007*""גבוהה"" + 0.006*""הגבוהה"" + 0.006*""להשכלה"" + 0.004*""ההשכלה"" + 0.004*""במוסדות"" + 0.004*""מודה"" + 0.004*""התרבות"" + 0.004*""החשמל"" + 0.004*""האנרגיה""',)",6
3332,שואלים לכהן העלמין ואיך העזתי עצמי מטלה קשור לכמה שריטות בטרם נתחיל בידיים נקיות דעות קדומות אאפשר הליך החקיקה המיטבית כדרכי בקודש הצעה לסדר פופוליסטי משודר מעניינות הקלטות מצלמות נאפשר אמיתי נוקב מכובד שאף יכנסו לדבריו קורא קריאת ביניים הצלחתי להשתלט תלמדו הזכות לחברי שנעבור החוויה החוקתית מכובדת שמכיר הדיונים החינוך להתפשר,כלכלי,0.9815551,"('0.003*""צריכים"" + 0.003*""מעונות"" + 0.003*""לעסקים"" + 0.002*""ימים"" + 0.002*""מצד"" + 0.002*""מדינה"" + 0.002*""הכלכלה"" + 0.002*""עליה"" + 0.002*""כפולה"" + 0.002*""לומדים""',)",6
781,מאזרחי באם יהודים באם ערבים יהודים שמענו התופעה מסורבות גט ונשים עגונות התופעה ובטוח להסביר הבנתי וכנראה אבין אבין במובן אבין במובן לסלוח נשים שצריכות לחיות במצב כלואות בכלא דמיוני שפיזית כלואות נפשית וביכולות שלהן להתפתח בחיים שלהן ולבחור צורת שהן רוצות כלואות והן מקבלות הזכות הבסיסית להחליט עתידן המשך חייהן,נשים,0.9812156,"('0.024*""נשים"" + 0.007*""ציבור"" + 0.006*""אלימות"" + 0.006*""הכנסה"" + 0.005*""מוסדות"" + 0.005*""הנשים"" + 0.004*""לנשים"" + 0.003*""חייבת"" + 0.003*""במשפחה"" + 0.003*""רשימה""',)",6
295,בציבור אמרתי לכו תיבחנו והם הלכו להיבחן והם הודו אמרו סיפרתי שאפילו הלכות חשבתי בשיטה אמריקאית לענות בהלכות שבת עונה הכול תפרט הדורות האחרונים והראשונים בעיניי בלתי אפשרי לזכור בזמן מבחן מתערב כוועדה להתערב בתוכן המבחנים תלונות המבחנים במשפטים בעריכת דין שהעלו הרף מהקושי בחינות לרבנות חוששים יבואו עשרות אלפים למבחנים,כלכלי,0.98120016,"('0.004*""הדברים"" + 0.004*""האוצר"" + 0.003*""גופים"" + 0.003*""הביטחון"" + 0.003*""להגנת"" + 0.003*""שוק"" + 0.003*""הרשות"" + 0.003*""המשרד"" + 0.003*""ההון"" + 0.003*""הגופים""',)",6
