,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
8393,נתונים מעניינים שבעה גברים עבר פגיעה מינית בחייו נתון שגברים חווים פגיעה מינית קורה שגבר תוקף מינית אישה מקרים שאישה תוקפת גבר מינית העניין לעלות האלימות הפיזית דמיינו שניטש זוג ויכוח והעניין נגרר חלילה לפסים אלימים קורה במשפחות טובות שהגבר מכה אשתו והאישה מכה בעלה שיכול לקרות מבטיח שבדיון משפטי הגבר יישב הסוהר והאישה תקבל אזהרה סוג קיפוח לדון,נשים,0.9836516,"('0.054*""נשים"" + 0.018*""אלימות"" + 0.017*""פנים"" + 0.015*""הנשים"" + 0.012*""לביטחון"" + 0.011*""מינית"" + 0.010*""למאבק"" + 0.008*""האלימות"" + 0.007*""שלהן"" + 0.007*""לנשים""',)",3
5722,לצערנו הרב שבמצבים מתח ובמצבים חוסר בהירות ובמצבים לחץ האלימות עלולה לגבור שמשתמשים באלימות כלל משתמשים חושבים תוציא מהלחץ והם מוציאים חושבים מוחלשים ואפשר לצערנו הרב ארבע נשים נרצחו מתחילת הסגר שתי נשים ערביות ושתי נשים יהודיות חלוקה שוויונית לגמרי אומרת בציניות הרב הנשים איבדו חייהן יכלו להתגונן התגוננו מפני הקורונה יכלו להתגונן מפני האלימות המופעלת נגדן הבתים שלהן,נשים,0.98364717,"('0.054*""נשים"" + 0.018*""אלימות"" + 0.017*""פנים"" + 0.015*""הנשים"" + 0.012*""לביטחון"" + 0.011*""מינית"" + 0.010*""למאבק"" + 0.008*""האלימות"" + 0.007*""שלהן"" + 0.007*""לנשים""',)",3
4861,גבולות המועצה מכיר עדי עדי הפינה הצפון מערבית ליד צומת סומך עדי יישוב קהילתי מושב היוגב תהיו ליד צומת מגידו מושב שמבצע הרחבה הושעיה הפינה הצפון מערבית קרוב לצומת רימון יישוב קהילתי וגדל וגזית עין דור הפינה הדרום מזרחית כשאתה עומד בעדי הים וכשאתה עומד בגזית עבר הירדן מועצה ענקית וגדולה 350000 דונם מתוכם 250000 דונם חקלאיים 42000 תושבים,קורונה,0.9836279,"('0.037*""הקורונה"" + 0.029*""שקלים"" + 0.024*""הוראת"" + 0.024*""מיליון"" + 0.022*""נגיף"" + 0.016*""סמכויות"" + 0.013*""מיוחדות"" + 0.013*""להתמודדות"" + 0.012*""שקל"" + 0.011*""פעילות""',)",3
2935,אומרת עמותה נניח בלשון גסה ומבלי להיכנס שמאשרת מאחזים בלתי חוקיים 46 עמותה כחוק מסייעים מיני קבוצות מהסוג מהציבור מהציבור יכולים להתערב הזה; שהמדינה להתערב שנוי במחלוקת המשמעות העניין שבסופו נאשר סבור שדבר שנוי במחלוקת יכולים למנוע האישור עמותות שמסייעות לגופים שמדברים במדינות פעולות שהממשלה הצבא שנוי במחלוקת כלומר שיכולים לקונצנזוס שבו הרוב המוחלט סבור לסייע השאלה אפשרי,קורונה,0.98335934,"('0.017*""הקורונה"" + 0.012*""משבר"" + 0.006*""צהל"" + 0.005*""העוני"" + 0.005*""המשבר"" + 0.004*""צריכים"" + 0.004*""לסייע"" + 0.004*""בתקופה"" + 0.003*""הביטחון"" + 0.003*""הנחיות""',)",3
3233,מכוננת בסוגית רישום התלמידות החרדיות לסמינרים כיושב החינוך תרמתי עצמי יחד החינוך יחד ישבנו פגישה פגישה פגישה להכין רישום מסודרות היעד יעד פסגת השאיפות סך שתלמידות חרדיות ב-30 ביוני תאריך סיום הספר היסודי שב-30 ביוני התלמידה תדע היכן לומדה בשנה הבאה שאצל בנות התיכון ובני התיכון המוסיקלי יודעות ידעתם שסיימה ידעה לומדת תדעו בנות בגילכן שאצלן מדע בדיוני,חינוך,0.98333544,"('0.112*""החינוך"" + 0.033*""התרבות"" + 0.028*""והספורט"" + 0.015*""חינוך"" + 0.013*""בסעיף"" + 0.010*""במערכת"" + 0.010*""הלימודים"" + 0.009*""מוסדות"" + 0.008*""שנת"" + 0.007*""מערכת""',)",3
5843,ממשיכים לעשן תעשייה שמסכנת בריאותם אזרחי צריכים לעצור ולהגיד היושב הפקידים הטעו הטעו עשו עשו עוול לאזרחי מדינת הגיע נחזיר המיסוי לתקופת האוצר הקודם שהתחיל והוריד המיסים וראה התמונה שקוראת סילבן ולאפשר לייבא הקונטיינרים ולמנוע ההברחה הזדונית הלא אחראית הפוגענית מבחינה בריאותית באזרחי ברגע תוריד המיסים ותתחיל לייבא חומר אמיתי מזויף אנשי הגדה יוכלו להתחרות במחיר,עולים,0.98277295,"('0.027*""העלייה"" + 0.018*""הקליטה"" + 0.014*""מנכל"" + 0.013*""מר"" + 0.010*""מוגבלות"" + 0.010*""והקליטה"" + 0.008*""והתפוצות"" + 0.007*""לישראל"" + 0.007*""לאנשים"" + 0.006*""זכויות""',)",3
1117,לציין ברורה מדינת מורכבת שטחיה שחלק בלתי נפרד ממנה יהודה ושומרון צריכים השרות לתושבי יהודה ושומרון זהה נותנים רחבי הארץ נוכל יד להפלות תושבי יהודה ושומרון תושבי יהודה ושומרון בלתי נפרד והם המגן האנושי הצבנו במקומות לחיות ולהתמודד בהם שכנינו מקבלים נוכחותנו סיבה הגיונית מדוע תושבי יהודה ושומרון יכולים מופלים שקשור לשירותים תשתיות ותחבורה ציבורית,עולים,0.9824656,"('0.011*""אתיופיה"" + 0.008*""יוצאי"" + 0.007*""הנוער"" + 0.007*""נוער"" + 0.007*""הארץ"" + 0.006*""פערים"" + 0.006*""הגבוהה"" + 0.005*""הסטודנטים"" + 0.005*""ההשכלה"" + 0.005*""הפריפריה""',)",3
8499,שבסדר העדיפות המשטרה יעד מרכזי הראיה כשיש משברים ירושלים כלל לוקחים הכוחות המעטים שעסוקים בהגנה במניעת הפשיעה החקלאית להטיל האחריות הגופים האזרחיים מדינה שחגגה עצמאות 70 ארגונים מדינה והיא התשובה לשאול אוכלוסייה קורא היפים והאמיצים זוכים לתשובות מהירות מהמשטרה לחפש הפלאפון ידוענים ואיזה רכבים מיוחדים שנגנבים מושקעים מאמצים מאשר באמצעי ייצור חקלאים שפרושים הארץ,בטחון,0.98215795,"('0.007*""חיילים"" + 0.004*""וביטחון"" + 0.004*""ועדות"" + 0.004*""משוחררים"" + 0.004*""יושב-ראש"" + 0.004*""חודשים"" + 0.003*""בודדים"" + 0.003*""ומתן"" + 0.003*""משפחה"" + 0.003*""לקח""',)",3
8304,שבשנים 2011-2015 57% מהתקנות חל שינוי 25% וב-39% מהתקנות חל שינוי מ-50% ובאופן מפתיע לאור הנתונים בדוח מפורט שתכניות שונות המשרד מקושרות לתקנות תקציביות כשנבנות תכניות מסודרות ויפות מפורט יעלו מצוין מהיכן יגיע הכסף שמוצאים במהלך במשרד שכמעט שלושה רבעים מהתקציב מושקע בשכר התנהלות כזאת מקשה אמורה להקל מקשה לתכנן קדימה עבור האגפים השונים,קורונה,0.9821575,"('0.037*""הקורונה"" + 0.029*""שקלים"" + 0.024*""הוראת"" + 0.024*""מיליון"" + 0.022*""נגיף"" + 0.016*""סמכויות"" + 0.013*""מיוחדות"" + 0.013*""להתמודדות"" + 0.012*""שקל"" + 0.011*""פעילות""',)",3
5237,מעבר שורה שאלות הנתונים השונים נשלחו וכמה חולים אותרו חולים בסך שורה שאלות שעובר מרגע איכון המגע ההודעה הודעות נמסרו יומיים וכמה 4-3 וכמה ארבעה הסיפור קריטי מוסר ההודעה מהר הבידוד מוצלח וקוטעים שרשרת ההדבקה מחכים ארבעה ימים ויותר שהאדם מקבל ההודעה שמעתי סיפורים מחברים בעצמם טלפנו והודיעו לחברים קיבלו ההודעה וכמה ימים,בריאות,0.9818279,"('0.032*""הבריאות"" + 0.028*""החולים"" + 0.017*""חולים"" + 0.007*""בתי"" + 0.007*""קופות"" + 0.005*""התקנות"" + 0.005*""בריאות"" + 0.005*""למשרד"" + 0.004*""לבתי"" + 0.004*""העורף""',)",3
1975,שהיושבת ציינה מערכות לתיווך כספים שמלווים לכספים שלווים המערכת תוצר התפתחות טכנולוגיה קיימת מערכת חדשה יחסית מתווכת מקורות מעוניינים להשקיע מנת תשואה לבין לווים שצריכים ומעוניינים ללוות מערכת סגורה סגורה במובן שהכסף מהמלווה לתוך המערכת מופץ מפוזר ללווים שונים הכסף הלווים חוזר ישירות לחשבון המלווה מערכת שמנהלת חשבונות בנאמנות עבור המלווים כספם מלווה,בטחון,0.9818073,"('0.007*""חיילים"" + 0.004*""וביטחון"" + 0.004*""ועדות"" + 0.004*""משוחררים"" + 0.004*""יושב-ראש"" + 0.004*""חודשים"" + 0.003*""בודדים"" + 0.003*""ומתן"" + 0.003*""משפחה"" + 0.003*""לקח""',)",3
8719,העיקרון שמירת המרחב הכפרי שבעיניי מהצביון מדינת מדינה שכולה בניינים וערים סוגי התיישבות שונים שצריך לזכור ולכבד הצד בזבוז השטח צריכים לשמור החקלאות המרחב הכפרי מתמיד להעריך הצורך בשטחים פתוחים ובמקומות שבהם יכולים לצאת ולנשום מבינה מצוקת דיור וצריך למצוא הפתרונות הנכונים המתח שמירה שטחים פתוחים ושטחים חקלאיים לבין הצורך בבינוי ודיור,תחבורה,0.9814817,"('0.024*""התחבורה"" + 0.012*""הציבורית"" + 0.006*""בשבת"" + 0.005*""נקרא"" + 0.004*""קיבלתי"" + 0.004*""בחודש"" + 0.004*""בתחבורה"" + 0.004*""ציבורית"" + 0.004*""המיסים"" + 0.003*""לעבוד""',)",3
1808,נזכיר קשישים מבוטחים שולטים הסוגרים והפעולה שנעשתה היושב להקטין הניקוד במבחן התלות סיכוי יעברו המבחן יעברו המבחן שהכסף יישאר בחברות הביטוח לאורך וחצי-שנתיים האחרונות המאבקים המאבק ביטוחי הסיעוד הפרטיים המאבק ביטוחי הסיעוד הקבוצתיים הרפורמה שנכנסת לתוקף והשאלה שעוברת כחוט מגן הרגולטור תפקידו הרגולטור לשמור ורק האינטרסים חברות הביטוח התפקיד הרגולטור לשמור המבוטחים,קורונה,0.98147,"('0.017*""הקורונה"" + 0.012*""משבר"" + 0.006*""צהל"" + 0.005*""העוני"" + 0.005*""המשבר"" + 0.004*""צריכים"" + 0.004*""לסייע"" + 0.004*""בתקופה"" + 0.003*""הביטחון"" + 0.003*""הנחיות""',)",3
161,מסתכלים ההצדקה נקודת המוצא קורא חובת ההגנה העצמית למדינה זכות הגנה עצמית מדינות אחרות חובת הגנה עצמית ביחס לאזרחיה ותושביה והיא עצמה בהקשרי ריבונותה חובה למדינה להגן האזרחים מפני סכנה שנשקפת לחייהם ולעצמאותם לשאול מדינה עומדת בחובה לאזרחיה ולעצמה הגנה אפקטיבית הגנה סמלית אכן הגנה והיא להגן אזרחיה,קורונה,0.9799666,"('0.017*""הקורונה"" + 0.012*""משבר"" + 0.006*""צהל"" + 0.005*""העוני"" + 0.005*""המשבר"" + 0.004*""צריכים"" + 0.004*""לסייע"" + 0.004*""בתקופה"" + 0.003*""הביטחון"" + 0.003*""הנחיות""',)",3
5490,אמירה נוריד יעלה במהלך השיח ואין ויכוח לימודים ארוך האופציה האופטימאלית בסדר הלוואי שהיינו יכולים למהלך לימודים ארוך ששם היינו שומעים צעקות ורוצים החרגות מהרשויות וכו מבחינה אופטימאלית לשם לכוון בהעדר מענה לימודים ארוך להשאיר השטח פרוץ יוצאים להסדרה נקרא זמנית נותנת מענה נגיע ליעד בטוחה שכולנו,תחבורה,0.97955793,"('0.024*""התחבורה"" + 0.012*""הציבורית"" + 0.006*""בשבת"" + 0.005*""נקרא"" + 0.004*""קיבלתי"" + 0.004*""בחודש"" + 0.004*""בתחבורה"" + 0.004*""ציבורית"" + 0.004*""המיסים"" + 0.003*""לעבוד""',)",3
7240,הסיבה שהקמנו שלווה הילד ילד 40 ניזוק מחיסון משולש משנת 1967 ונהיה עיוור חרש ומאד היפר אקטיבי הצעירים התהפכו התמודדנו ובמשך כוונות טובות אמרו לאשתי להוציא מהבית אמרה שלעולם תוציא מהבית בכתה בלילות ויום אמרה בעת שבר ריבונו עולם מבטיחה תעזור ליוסי אקדיש חיי לאימהות אחרות,עולים,0.9790938,"('0.011*""אתיופיה"" + 0.008*""יוצאי"" + 0.007*""הנוער"" + 0.007*""נוער"" + 0.007*""הארץ"" + 0.006*""פערים"" + 0.006*""הגבוהה"" + 0.005*""הסטודנטים"" + 0.005*""ההשכלה"" + 0.005*""הפריפריה""',)",3
1364,שלושה נושאים בקשה להארכת הכרזה חירום בשל נגיף הקורונה זוכרים ל-60 מודיעה דנים ומקבלים ההחלטה הכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה בידוד שנכנס לישראל ביטול מבינים שהגעתי מבטל שמלכיאלי העביר יומיים והצעת הכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה בידוד שנכנס לישראל בנסיבות מיוחדות 3 ותיכף,קורונה,0.9786737,"('0.037*""הקורונה"" + 0.029*""שקלים"" + 0.024*""הוראת"" + 0.024*""מיליון"" + 0.022*""נגיף"" + 0.016*""סמכויות"" + 0.013*""מיוחדות"" + 0.013*""להתמודדות"" + 0.012*""שקל"" + 0.011*""פעילות""',)",3
6610,יוסף ברשותך עוצרת תקשיבו שילדים לומדים במחסן בשירותים פדגוגיה פדגוגיה תספרו פדגוגית שצריך ללמד לצפות מילד שילמד בתנאים אוקיי כשבאים אשת חינוך מרשה לעצמי הדברים לנתק הפדגוגיה והחינוך מהסביבה שבה הילד לנתק הפדגוגיה מהמצב הרגשי הילד מהסביבה החברתית ומכל חווה מסביב במורה שמלמד מתמטיקה שפה,דיור,0.9786614,"('0.016*""ערך"" + 0.011*""שירותים"" + 0.008*""ניירות"" + 0.008*""פיננסיים"" + 0.008*""דירות"" + 0.007*""הבנקים"" + 0.007*""ציבורי"" + 0.007*""דירה"" + 0.006*""הפיקוח"" + 0.006*""דיור""',)",3
478,לברך שמצאה לנכון ולהעמיד לְמשרד שיכול ההדגש הנכון קומפקטי ייעול ויכול תשומת הראויה דברייך שיתוף המשרדים דיגיטלית הטכנולוגיה נקדים הטכנולוגיה ונדע להתאים עצמנו לטכנולוגיה עיר חכמה ערים חכמות בסך הכול הנושאים הטכנולוגיה עיר חכמה השאלה רודף תרדוף אחרינו נקדים נדע להתאים עצמנו בשפה במדינה ונתאים,חינוך,0.97864324,"('0.013*""גבוהה"" + 0.007*""להשכלה"" + 0.006*""בתחום"" + 0.006*""אילן"" + 0.005*""המשרד"" + 0.005*""מחקר"" + 0.004*""הבאה"" + 0.004*""החינוך"" + 0.004*""ברמה"" + 0.004*""רבים""',)",3
6515,מגזרים שבשבילם לדחות חתונה בל יעבור מתחתנים קורה בפועל כשמתחתנים שומרים הנחיות ברורה מסתכל עליי לצורך העניין שנמצא בבניין מחברי שייך לרגולטור המשרדים בעקבות ההתנהלות ההתנהגות גורמים לאנשים לעבור גזירה שהציבור לעמוד ו-ב לבריאות שאנשים לבוא ולשמור וצועקים ומתחננים להפר מבקשים מכם תנו הנחיות,קורונה,0.97819084,"('0.017*""הקורונה"" + 0.012*""משבר"" + 0.006*""צהל"" + 0.005*""העוני"" + 0.005*""המשבר"" + 0.004*""צריכים"" + 0.004*""לסייע"" + 0.004*""בתקופה"" + 0.003*""הביטחון"" + 0.003*""הנחיות""',)",3
8658,מאז הקודמת שהייתה ב-24 בנובמבר הרוגים ומספר ההרוגים להיום 61 הרוגים הרוג 60 סלים עיסא מיכאיל 70 מאבו סנאן שנפל מסולם במהלך ביצוע עבודות מסגרות ביישוב ההרוג ה-61 עלי חוסיין מסרי 45 מחיפה שנהרג שנפל ממלגזה במהלך עבודתו בשוק תלפיות בחיפה ונדרס על-ידי משאית,עולים,0.9781738,"('0.011*""אתיופיה"" + 0.008*""יוצאי"" + 0.007*""הנוער"" + 0.007*""נוער"" + 0.007*""הארץ"" + 0.006*""פערים"" + 0.006*""הגבוהה"" + 0.005*""הסטודנטים"" + 0.005*""ההשכלה"" + 0.005*""הפריפריה""',)",3
1176,קיימת המועצה להסדרת מחקרים מחוללי מחלות ביולוגיים מועצה סטטוטורית שמונתה על-פי הסדרת המחקרים נחקק בשנת 2008 והמועצה אחר-כך עסוקה בבניית תשתית והטמעת באקדמיה בבתי-החולים ובתעשייה במועצה נציגים מהתעשייה ומהאקדמיה המועצה מתכנסת 2-3 בשנה בשנה שעברה העברנו לכנסת וליושב-ראש סיכום הפעילות המועצה ועכשיו מכינים סיכום,בריאות,0.9781531,"('0.032*""הבריאות"" + 0.028*""החולים"" + 0.017*""חולים"" + 0.007*""בתי"" + 0.007*""קופות"" + 0.005*""התקנות"" + 0.005*""בריאות"" + 0.005*""למשרד"" + 0.004*""לבתי"" + 0.004*""העורף""',)",3
8189,במסמך היסודי החשיבה בעל המאגר אוסף לאיזה מטרות הפעולות המרכזיות המאגר אמרנו בישיבת הפתיחה שהתקנות האלו מסדירות היבטים פיזיים היבטים לוגיים היבטים תהליכים הארגון תהליך יסודי גיבוש תהליך בעל מאגר המידע אוסף לאלו תכליות הסיכונים שנגזרים בסיס למסמך האבטחה וליתר הפעולות בהמשך התקנות,בריאות,0.97769696,"('0.032*""הבריאות"" + 0.028*""החולים"" + 0.017*""חולים"" + 0.007*""בתי"" + 0.007*""קופות"" + 0.005*""התקנות"" + 0.005*""בריאות"" + 0.005*""למשרד"" + 0.004*""לבתי"" + 0.004*""העורף""',)",3
1185,נדבר בנוסף ההשכלה הגבוהה ננסה להבין עומד מאבק יוצאי אתיופיה הסטודנטים המערכת ההשכלה הגבוהה השוויון הגיע אליהם כשמדובר בתכניות לסטודנטים בנוסף נבקש לבדוק נושאים שונים שקשורים ליוצאי אתיופיה מרכז ההיגוי יוצאי אתיופיה במערכת החינוך חובות גופים שונים לנתונים מדיונים קודמים נציבות שירות,עולים,0.97718513,"('0.011*""אתיופיה"" + 0.008*""יוצאי"" + 0.007*""הנוער"" + 0.007*""נוער"" + 0.007*""הארץ"" + 0.006*""פערים"" + 0.006*""הגבוהה"" + 0.005*""הסטודנטים"" + 0.005*""ההשכלה"" + 0.005*""הפריפריה""',)",3
3464,נשים שיוצאות ממקלט לנשים מוכות חוות הדרה משוק העבודה בשל העובדה שהן נאלצות לקטוע מהלך חייהן מנת לשמור חייהן חיי ילדיהן מתמודדות קשיים כלכליים משמעותיים אובדן אובדן זכויות קטיעת אופק ההתפתחות שלהן המקום העבודה המסודר ולמעשה בעל כורכן נאלצות להתחיל חדשים מוכר,נשים,0.9771713,"('0.054*""נשים"" + 0.018*""אלימות"" + 0.017*""פנים"" + 0.015*""הנשים"" + 0.012*""לביטחון"" + 0.011*""מינית"" + 0.010*""למאבק"" + 0.008*""האלימות"" + 0.007*""שלהן"" + 0.007*""לנשים""',)",3
