,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
3355,כח בתמוז התשף 20 ביולי שתי בקשות להקדמות שתי הצעות 1 בקשת יושב החוץ והביטחון להקדמת הסמכת שירות הביטחון הכללי לסייע במאמץ הלאומי לצמצום התפשטות נגיף הקורונה הוראת התשף-2020 מ/1334 הקריאה השנייה והשלישית יושב-ראש,קורונה,0.972165,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
2678,לברך הנשים מקיימות לכבוד האישה הבינלאומי ה-8 במארס ונהוג לברך ונהוג להתווכח מברכות עצמנו מאבק אומרת שניהם ביחד מאבק המשך הדרך השגת קידום מעמדה האישה וזכויותיהן הנשים מברכות עצמנו העמידה האיתנה זכויותינו המאבק מנהלות,נשים,0.9721178,"('0.013*""לקידום"" + 0.013*""מעמד"" + 0.012*""האישה"" + 0.008*""נשים"" + 0.008*""איתנו"" + 0.008*""מגדרי"" + 0.007*""אלינו"" + 0.007*""שמחה"" + 0.007*""אתן"" + 0.007*""פותחת""',)",4
5086,להסביר שברמה העקרונית מוחץ התלמידים תלמידים אינטרנטיים ולמעשה כ-400 תלמידים שבחרו תלמידים אקסטרנים תלמידים המניין למעשה התלמידים לומדים במערכת מפוקחת החינוך יתרונות חסרונות מהחסרונות לגשת בחינה בחינה הציון בבחינה שקובע שרואים יתרון שרואים חיסרון,חינוך,0.97210455,"('0.088*""החינוך"" + 0.025*""התרבות"" + 0.021*""והספורט"" + 0.015*""חינוך"" + 0.013*""הספר"" + 0.011*""במערכת"" + 0.009*""מערכת"" + 0.009*""הלימודים"" + 0.008*""תלמידים"" + 0.007*""שנת""',)",4
7663,בישראל כיום כ-18 מיליון תואר אקדמי 62% מתוכם תואר שליש תואר ומיעוטם תואר שלישי נתון מספרי מדויק אקדמאים ישראלים בחול ולאיזה תקופות השוהים בחול תואר שלישי בתחומי ההנדסה והמדעים ורופאים השוהים בארצות הברית,כלכלי,0.97135335,"('0.019*""שקלים"" + 0.015*""מיליון"" + 0.010*""שקל"" + 0.006*""בשנת"" + 0.006*""מיליארד"" + 0.005*""האוצר"" + 0.005*""אישור"" + 0.004*""הכספים"" + 0.004*""עסקים"" + 0.004*""מדינה""',)",4
6239,חיי שנצליח להציל יהווה הישג אדיר ועלינו נבחרי הציבור מוטלת האחריות לטיפול מתייחסת ביראת קודש לתפקידי כחברה משוכנעת שלטובת הצלת להניח המחלוקות הפוליטיות בצד ולשלב ידיים חוסנם הנפשי כלל ובני נוער,התנחלויות,0.9695418,"('0.006*""ושומרון"" + 0.005*""צריכים"" + 0.004*""נושאים"" + 0.004*""ביהודה"" + 0.004*""הנושאים"" + 0.004*""נורא"" + 0.003*""אדמה"" + 0.003*""מגיעים"" + 0.003*""נדבר"" + 0.003*""ודאי""',)",4
802,פי נושאים לפנינו האחד סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת היציאה מישראל 3 התשפב-2021 הכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת בידוד שנכנס לישראל בנסיבות מיוחדות 2 4 התשפב-2021,קורונה,0.9686603,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
19023,החוקה נושאים סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות במקומות 3 התשפא-2020 נדון הזומים שיהיו מקריא הנושאים סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות והוראות נוספות 9 התשפא-2020,קורונה,0.96761155,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
8602,מצטברות עדויות לפיהן רשויות הצבא אינן מאשרות ליווי פלסטינים שזקוקים להיכנס לשטחי לקבלת טיפול רפואי דחוף ומציל לקבלת טיפול במוסדות רפואיים בישראל בירושלים המזרחית מוסדות רפואיים פלסטיניים בגדה המערבית,נשים,0.96753955,"('0.021*""נשים"" + 0.011*""אלימות"" + 0.007*""מינית"" + 0.006*""הנשים"" + 0.006*""אתיופיה"" + 0.005*""מיניות"" + 0.005*""פגיעה"" + 0.004*""כלפי"" + 0.004*""הרב"" + 0.004*""יוצאי""',)",4
7166,שריפה נוספת שהייתה בחיפה דליקת מזגן שהדליק ומתברר מערכות כיבוי האש בבניין תקינות ולוחמי האש צריכים להשתמש בציוד הכבאיות ולרוץ אתו למעלה להשתמש במערכות שמראש התקינו אותן בבניין,התנחלויות,0.9663871,"('0.006*""ושומרון"" + 0.005*""צריכים"" + 0.004*""נושאים"" + 0.004*""ביהודה"" + 0.004*""הנושאים"" + 0.004*""נורא"" + 0.003*""אדמה"" + 0.003*""מגיעים"" + 0.003*""נדבר"" + 0.003*""ודאי""',)",4
1754,נפתח העבודה הרווחה והבריאות 12 במרץ כה באדר תשעח לחלוקת חיסכון פנסיוני זוג שנפרדו הארכת התקופה להגשת בקשה לרישום פסק דין שניתן התחילה התשעז-2017 מרב מיכאלי,קורונה,0.964012,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
7033,עלתה בהקשר לקורונה סוגיית חומרי ההרדמה במלאים חומרי הרדמה במלאים שסופקו חומרי הרדמה שמאפשרים חזרת הפעילות הניתוחית האחרת שמבוצעת בהרדמה בהיקף שעליו ועדיין משמרים מלאי לקורונה,עולים,0.96386045,"('0.011*""עולים"" + 0.010*""בישראל"" + 0.008*""חדשים"" + 0.008*""העולים"" + 0.006*""השואה"" + 0.005*""החדשים"" + 0.004*""ניצולי"" + 0.004*""שואה"" + 0.004*""בקרב"" + 0.004*""מדינת""',)",4
343,תראו לרות המציעה אגיד מילים בשיחה המפכל בשבוע קיבלתי הנתונים מניחה הטבלה תציגו בפנינו להבין שקורה במשטרה השחרורים האגפים המחוזות פיטורים התפטרות שמשטרת ספגה פגיעה תדמיתית בשנים האחרונות הקורונה העצימה ההתמודדות המשטרה אזרחים מבצע שומר חומות שהוועדה מתעסקת קבוע ותמשיך להתעסק הביא לפגיעה בתדמית המשטרה וכמובן גיוס שבעיקרון המספרים גבוהים לשוטרים המספרים גבוהים השאלה שמתגייסים מתאימים למשטרה,נשים,0.96223927,"('0.021*""נשים"" + 0.011*""אלימות"" + 0.007*""מינית"" + 0.006*""הנשים"" + 0.006*""אתיופיה"" + 0.005*""מיניות"" + 0.005*""פגיעה"" + 0.004*""כלפי"" + 0.004*""הרב"" + 0.004*""יוצאי""',)",4
594,בישיבה שכבר התחילה סמכויות מיוחדות להתמודדות נגיף הקורונה הגבלת פעילות במקומות והשני סמכויות מיוחדות להתמודדות נגיף הקורונה הגבלת פעילות במקומות התשף-2020,קורונה,0.95583767,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
7835,החינוך התרבות והספורט ה-21 בפברואר באדר התשעח חינוך ממלכתי מניעת פעילות ארגונים הפועלים מטרות החינוך ונגד צהל התשעז-2017 שולי מועלם וקבוצת,חינוך,0.9558317,"('0.088*""החינוך"" + 0.025*""התרבות"" + 0.021*""והספורט"" + 0.015*""חינוך"" + 0.013*""הספר"" + 0.011*""במערכת"" + 0.009*""מערכת"" + 0.009*""הלימודים"" + 0.008*""תלמידים"" + 0.007*""שנת""',)",4
2441,תחילת לוועדה למנהלת דיבנר כרמל ליועצת הפרלמנטרית יעל אורבך לדוברות ולדוברים לחברים לערוץ ולכל שהגיע לנועה שבת שטרחה והגיעה שהבת חולה,נשים,0.95558214,"('0.013*""לקידום"" + 0.013*""מעמד"" + 0.012*""האישה"" + 0.008*""נשים"" + 0.008*""איתנו"" + 0.008*""מגדרי"" + 0.007*""אלינו"" + 0.007*""שמחה"" + 0.007*""אתן"" + 0.007*""פותחת""',)",4
3612,צהרים ברשותכם פותחת ועדה משותפת למאבק בסחר בנשים ובזנות לקידום מעמד האישה יחד לזכויות הילד אתי יושבת-ראש עליזה לביא תפתחי,נשים,0.95373255,"('0.013*""לקידום"" + 0.013*""מעמד"" + 0.012*""האישה"" + 0.008*""נשים"" + 0.008*""איתנו"" + 0.008*""מגדרי"" + 0.007*""אלינו"" + 0.007*""שמחה"" + 0.007*""אתן"" + 0.007*""פותחת""',)",4
1848,מדינת מדינה קולטת עלייה עלייה מאבני היסוד לחיזוקה כמדינה יהודית ודמוקרטית וחשוב שהעולים ירגישו שבמדינת מתקבלים בידיים פתוחות ומשתלבים בחברה,עולים,0.9536938,"('0.011*""עולים"" + 0.010*""בישראל"" + 0.008*""חדשים"" + 0.008*""העולים"" + 0.006*""השואה"" + 0.005*""החדשים"" + 0.004*""ניצולי"" + 0.004*""שואה"" + 0.004*""בקרב"" + 0.004*""מדינת""',)",4
23213,צהרים בשבוע 26 באוקטובר בחשון התשפא העבודה הרווחה והבריאות צו בריאות העם נגיף הקורונה בידוד והוראות שונות הוראת מציג,קורונה,0.9514259,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
1854,ברוכים המתכנסים והמתכנסות בישיבה נוספת קיום דיונים בהיוועדות חזותית בהשתתפות עצורים אסירים וכלואים בתקופת התפשטות נגיף הקורונה הוראת התשפא-2021,קורונה,0.95141387,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
8354,פעמיים יצא להודות להודות לחבר לשעבר זידאן עטשי שנמצא איתנו שניתן שיסביר הסוגיה מכיר הסוגיה מלווה להודות הליווי ההשקעה,נשים,0.9513541,"('0.013*""לקידום"" + 0.013*""מעמד"" + 0.012*""האישה"" + 0.008*""נשים"" + 0.008*""איתנו"" + 0.008*""מגדרי"" + 0.007*""אלינו"" + 0.007*""שמחה"" + 0.007*""אתן"" + 0.007*""פותחת""',)",4
606,סדקים מתבונן/ בעקבות הזרימה בנחל טוב/ נחל אכזב לאהוב/ להקשיב חזק/ לאטד יתום/ לאבן לב/ למלוח דמעות/ לתנועה שקטה/ השכבות בסלע/ ריבונו עולם/ סבלנות כדי/ לגדל במדבר/ להוציא העפר/ ולכסות כשקר לגונן/ מאל נמהר והם אינם/ דבר/ בסלע חרותים/ קווי מתאר,כלכלי,0.95128703,"('0.019*""שקלים"" + 0.015*""מיליון"" + 0.010*""שקל"" + 0.006*""בשנת"" + 0.006*""מיליארד"" + 0.005*""האוצר"" + 0.005*""אישור"" + 0.004*""הכספים"" + 0.004*""עסקים"" + 0.004*""מדינה""',)",4
4529,החינוך התרבות והספורט 8 בנובמבר יט בחשוון תשעח חינוך לשילוב בחברה צרכים מיוחדים במסגרתו יוקרן סרט בשם מיוחדים במקדוניה,חינוך,0.95128083,"('0.088*""החינוך"" + 0.025*""התרבות"" + 0.021*""והספורט"" + 0.015*""חינוך"" + 0.013*""הספר"" + 0.011*""במערכת"" + 0.009*""מערכת"" + 0.009*""הלימודים"" + 0.008*""תלמידים"" + 0.007*""שנת""',)",4
8994,בנוסף בכניסה תערוכה כ-20 צילומים שצולמו אירע האסון בצרנוביל בביקור מאורגן עיתונאים ישראליים בשנה האחרונה מציע שכשנסיים יכולים התמונות,נשים,0.9512486,"('0.021*""נשים"" + 0.011*""אלימות"" + 0.007*""מינית"" + 0.006*""הנשים"" + 0.006*""אתיופיה"" + 0.005*""מיניות"" + 0.005*""פגיעה"" + 0.004*""כלפי"" + 0.004*""הרב"" + 0.004*""יוצאי""',)",4
7613,תשלום ההיטל וגבייתו 4בא היטל ישולם יאוחר מ-30 ימים מתום רבעון שקיות הנשיאה החד-פעמיות שקמעונאי מכר כאמור בסעיף 4א,כלכלי,0.9510701,"('0.019*""שקלים"" + 0.015*""מיליון"" + 0.010*""שקל"" + 0.006*""בשנת"" + 0.006*""מיליארד"" + 0.005*""האוצר"" + 0.005*""אישור"" + 0.004*""הכספים"" + 0.004*""עסקים"" + 0.004*""מדינה""',)",4
5777,יחד צוות נטלי עשינו חריש עמוק לקראת העברנו תוצרים לעיון שחלק מהתוצרים הגיעו במשך הללה 100 בלילה זרמו חומרים כאילו מתחולל אירוע ביטחוני הגיעו מאוחר מאוחר ואפשר לעכל בהחלט שדאג להעביר חומרים שישמשו צוות לאורך הישיבות הבאות לקראת הישיבות הבאות,עולים,0.9500615,"('0.011*""עולים"" + 0.010*""בישראל"" + 0.008*""חדשים"" + 0.008*""העולים"" + 0.006*""השואה"" + 0.005*""החדשים"" + 0.004*""ניצולי"" + 0.004*""שואה"" + 0.004*""בקרב"" + 0.004*""מדינת""',)",4
22017,הכלכלה ה-14 באוקטובר כו בתשרי התשפא סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות בתחום התחבורה 2 התשפא-2020,קורונה,0.9488699,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
13021,דנים לקראת הקריאה השנייה והשלישית סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת 7 בידוד בפיקוח טכנולוגי שנכנס לישראל התשפא-2021,קורונה,0.9488676,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
7496,יגאל דור החינוך הטכנולוגי החינוך בהקשר עשה תכנית שנקראת עתודה מדעית טכנולוגית לחשוף התלמידים בכיתה ז לטכנולוגיה שבהמשך,חינוך,0.94882405,"('0.088*""החינוך"" + 0.025*""התרבות"" + 0.021*""והספורט"" + 0.015*""חינוך"" + 0.013*""הספר"" + 0.011*""במערכת"" + 0.009*""מערכת"" + 0.009*""הלימודים"" + 0.008*""תלמידים"" + 0.007*""שנת""',)",4
16912,22 בדצמבר פותחת העבודה הרווחה והבריאות צו בריאות העם נגיף הקורונה בידוד והוראות שונות הוראת 12 התשפא-2020,קורונה,0.9460298,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
6809,העבודה הרווחה והבריאות 24 באוגוסט באלול התשף לתיקון פקודת בריאות העם נגיף הקורונה הוראות שונות הוראת התשף-2020,קורונה,0.94602895,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
22214,כז בטבת התשפא 11 בינואר בפנינו בקשת להקדמת בהצעות שונות הקריאות נתחיל סליקת שיקים ושיקים כיסוי חקיקה מ/1388,קורונה,0.9459933,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
6981,מוסדות הציבור שנבדקו נבדקו אנשי מחלקת מוסדות ציבור מלכרים ועברו הפנימית ברשות המסים אישור תקין והרשימה לפניכם,כלכלי,0.9459672,"('0.019*""שקלים"" + 0.015*""מיליון"" + 0.010*""שקל"" + 0.006*""בשנת"" + 0.006*""מיליארד"" + 0.005*""האוצר"" + 0.005*""אישור"" + 0.004*""הכספים"" + 0.004*""עסקים"" + 0.004*""מדינה""',)",4
1906,החינוך התרבות והספורט 26 ביוני יג בתמוז תשעח היערכות מערכת החינוך לתעשייה 2030 לציון התעשייה הישראלית כחול,חינוך,0.9459301,"('0.088*""החינוך"" + 0.025*""התרבות"" + 0.021*""והספורט"" + 0.015*""חינוך"" + 0.013*""הספר"" + 0.011*""במערכת"" + 0.009*""מערכת"" + 0.009*""הלימודים"" + 0.008*""תלמידים"" + 0.007*""שנת""',)",4
2619,יומיים בדירקטוריון המטרה לצמצם רגולציה חשובה והעבודה ביקורת חשובה ותקינות הדוחות הכספיים והמהימנות חשובה טקסים כפולים בעינינו חשובה בעינינו העבודה המקצועית הסכמנו שחברות בתנאים מסוימים יוכלו להקים מאזן והדיון הדוחות הכספיים בדירקטוריון בלבד התנאים שהצענו במקור שהרכב הדירקטוריון דירקטורים שהיו מרכיבים המאזן כלומר בלתי תלויים מתקיימות בהן דרישות הכשירות,נשים,0.94592226,"('0.021*""נשים"" + 0.011*""אלימות"" + 0.007*""מינית"" + 0.006*""הנשים"" + 0.006*""אתיופיה"" + 0.005*""מיניות"" + 0.005*""פגיעה"" + 0.004*""כלפי"" + 0.004*""הרב"" + 0.004*""יוצאי""',)",4
2352,וועדת החינוך תרבות והספורט 15012018 כח בטבת תשעח לימוד עזרה בבתי הצבת מכשירי החייאה במוסדות חינוך תשעז,חינוך,0.94589466,"('0.088*""החינוך"" + 0.025*""התרבות"" + 0.021*""והספורט"" + 0.015*""חינוך"" + 0.013*""הספר"" + 0.011*""במערכת"" + 0.009*""מערכת"" + 0.009*""הלימודים"" + 0.008*""תלמידים"" + 0.007*""שנת""',)",4
9724,מתקיים בעקבות פניות שהגיעו לוועדה ממאבטחים שהתלוננו תנאי השמירה הפיזיים מהפניות שהגיעו לוועדה בעמדות השמירה שקע חשמלי חם בקיץ וקר בחורף חלונות ודלתות שבורים נסגרים ולפעמים המדים העובדים ללבוש בקיץ יוליה מלינובסקי פנתה בקשר למאבטחים שמועסקים בעמדות השמירה החולים סורוקה המאבטחים התלוננו חדר מנוחה מקרר לשים האוכל שמביאים מהבית זוכר סורוקה ליד שאברהם אבינו שכן בבאר שבע וחם בעמדות השמירה בקיץ כיסא ושמשייה בלבד בחורף המאבטחים חשופים לגשם ולקור,התנחלויות,0.9455892,"('0.006*""ושומרון"" + 0.005*""צריכים"" + 0.004*""נושאים"" + 0.004*""ביהודה"" + 0.004*""הנושאים"" + 0.004*""נורא"" + 0.003*""אדמה"" + 0.003*""מגיעים"" + 0.003*""נדבר"" + 0.003*""ודאי""',)",4
2884,צוהריים בשבוע 3 באוגוסט יג באב התשף העבודה הרווחה והבריאות שירות בשעת חירום הוראת נגיף הקורונה,קורונה,0.9428542,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
260,נושאים נתחיל בהכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת בידוד שנכנס לישראל בנסיבות מיוחדות 4 2 מציג,קורונה,0.94285285,"('0.023*""הקורונה"" + 0.018*""הוראת"" + 0.014*""העבודה"" + 0.012*""נגיף"" + 0.011*""הרווחה"" + 0.009*""והבריאות"" + 0.008*""סמכויות"" + 0.007*""מיוחדות"" + 0.007*""להתמודדות"" + 0.007*""בדצמבר""',)",4
