,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
3683,לציין בהתחלה חשבנו הראוי לאור הקשרים הטובים גרמניה והחשיבות המיוחדת נותנים הדיגיטלי הטכנולוגיה חשבנו שנכון ישיבה רשמית ובאופן כללי הנושאים הטכנולוגיים הדיגיטציה מעסיקים אותנו מעסיקים אותנו כוועדה מעסיקים מדינת מעצמה דיגיטלית מעצמה שטח מצפון לדרום בחמש המקום רחוק הנושאים האחרים טכנולוגיה מתקדמים הביטחוני הביא אותנו לכך מתמודדים בעיות ביטחוניות שקשורות לנושא הטכנולוגיה מדינת מדינה מפותחת מדינה מתקדמת הון אנושי מצוין מפתחים ואנשים כישורים רבים בנושאי מדע וטכנולוגיה,תחבורה,0.9856388,"('0.008*""התחבורה"" + 0.007*""הציבורית"" + 0.005*""הדברים"" + 0.004*""המים"" + 0.004*""ציבורית"" + 0.004*""מכן"" + 0.004*""לדון"" + 0.004*""האוצר"" + 0.004*""הבריאות"" + 0.003*""הכספים""',)",8
2491,חידוש מציין עובדה מאתנו מתי הבחירות ומתי מפסיקים לתפקד כוועדה שיותר מהר לקדם הזדמנות בלתי-רגילה חלקית לסיים הדברים שעומדים מולנו מורכב התקדמנו נקודות לשביעות רצון חלקן לשביעות רצון הזדמנות לתקן מאשר להתמודד התחלה נסיים העבודה הבאה הבאה תצטרך להתחיל מאפס וחבל העבודה האדירה שנעשתה על-ידי נדמה בישיבה ה-23 תכפילו במספר השעות 2 ל-4 תראו איזו ענקית נעשתה בהיקף מפגשים ושעות העבודה נכי צהל ובצדק טענה מציין,חינוך,0.98541796,"('0.006*""גבוהה"" + 0.006*""הכנסה"" + 0.005*""אישור"" + 0.004*""מוסדות"" + 0.004*""בשנת"" + 0.004*""להשכלה"" + 0.004*""הכספים"" + 0.003*""אחוזים"" + 0.003*""עולים"" + 0.003*""ציבור""',)",8
3609,סוגיות שהזכרתי בהתחלה חשובות מעבר לסוגיה הכללית פתיחת שנת הלימודים סוגיית ההסתגלות וכן סייעות לפעוטות אלרגיים שנרצה אילו פתרונות הרווחה והמשרדים המעורבים להציע מבין שלעניין ההסתגלות המתווה שהוצע רשויות הרווחה מעורר קשיים באיך מתקבל בקרב הגנים ומעונות קשיים שההורים ספק שקשה לחשוב היפרדות מילד בשער בתנאים הקורונה לכולנו לכולנו אחים קרובי משפחה וכולנו הללו בוכים בשער בימים הראשונים ואיך מפחדים ספק שנצטרך לעמק השווה בסוגיה,דיור,0.98520446,"('0.006*""הציבורי"" + 0.006*""הדיור"" + 0.006*""מדינת"" + 0.004*""צריכים"" + 0.004*""הבריאות"" + 0.003*""דירות"" + 0.003*""מצד"" + 0.003*""מאז"" + 0.002*""שצריך"" + 0.002*""רבות""',)",8
5667,בדיונים קודמים שהתקיימו חודש חודשיים ושלושה הלינו ובצדק שמתחילה איזושהי שיטה הארכות האצבע קלה ההדק להמשיך שעת החירום לדחות חודש חודשיים כשבעצם מטרת המקורית והראויה שהייתה לולא היינו בסד זמנים מאוד-מאוד צפוף מבחינת פקיעת מהתקשחים לחוקק התקשחים השונים בחקיקה מוסדרת חקיקה שיכולה לשמש אותנו בזמן חירום נעשית בהינף החלטת כזו בזמן חירום תוך סינון ודיון שהצעת להתקבל המטרה הסופית ובימים הקרובים נתחיל להיכנס לדון בחלק,תחבורה,0.9851994,"('0.008*""התחבורה"" + 0.007*""הציבורית"" + 0.005*""הדברים"" + 0.004*""המים"" + 0.004*""ציבורית"" + 0.004*""מכן"" + 0.004*""לדון"" + 0.004*""האוצר"" + 0.004*""הבריאות"" + 0.003*""הכספים""',)",8
1585,המיוחד בהבעת דאגה מניח שמשותפת היושבים סביב השולחן שמשום אינם רבים ציפיתי ארגוני זכויות האדם למיניהם מניח שהדאגה משותפת לכולנו דאגה מהאלימות שמופעלת כנגד מפגינים בצרפת בימים נחשפים לתמונות הקשות שאמורות להדיר שינה מעיני שזכויות יקרות מכות ירי אמצעים לפיזור הפגנות בכינון ישיר קורא למשטרת צרפת לחדול לאלתר מהפעלת האלימות הקשה כנגד המפגינים דומני הראוי ארגונים בין-לאומיים כדוגמת האיחוד האירופאי והאום יתכנסו ידונו ויגנו העניין,כלכלי,0.98519164,"('0.009*""ערך"" + 0.008*""דמי"" + 0.005*""ניירות"" + 0.005*""הירוק"" + 0.004*""התו"" + 0.004*""אבטלה"" + 0.003*""שצריך"" + 0.003*""המיסים"" + 0.003*""ימים"" + 0.003*""הגשתי""',)",8
4783,שלצוות הרפואי יחס מתנשא כלפי העולים והם חשבו בורים והם הכירו בזכות הזכות היסודית החולה לטיפול מסוים ידעו טיפולים מסוימים המקום למדים מהפרוטוקולים מהעדות דר מנדל ממציאה הדברים שנעשה מחקר דם חרמשי דם חרמשי דם לכושים והם חשבו שלילדים התימנים דם החליטו מבצעים מחקר מהעדויות לקחו דם באמצעות בדיקות דם רגילות רופא מארצות הברית טיפת דם ילד בנוסף לקח הדגימות ונסע איתן לארצות הברית,רווחה,0.9849757,"('0.012*""הילד"" + 0.005*""הבריאות"" + 0.005*""אומרת"" + 0.005*""לזכויות"" + 0.004*""ילד"" + 0.003*""לידה"" + 0.003*""בגיל"" + 0.003*""טיפול"" + 0.003*""הנתונים"" + 0.003*""הרך""',)",8
2049,ותודה איתנו בראשותי להתמודדות סמים ואלכוהול בחרה להסתכל הענק הפריזמה התמכרויות הבנה תובנה מאפשר מנעד הנושאים שעולים השולחן מלגליזציה עישון סיגריות אלימות בחברה כללי בהבנה שהנושא התמכרויות בתת טיפול הפעילות המדהימה שקורית המקומות זוכה לבקר אמנון שהתפיסה חייבת רחבה שחייבים להתייחס לנושא הוליסטית חייבים לייצר הרצף הטיפולי עוסקים במלאכת הקודש בקהילות הטיפוליות בהרבה מקומות שמדינת נכשלה בהם בתהליך שניתן לאתר להסביר להוריד הסטיגמות לאותו,נשים,0.9849645,"('0.033*""נשים"" + 0.016*""מעמד"" + 0.016*""לקידום"" + 0.015*""האישה"" + 0.010*""הנשים"" + 0.010*""אלימות"" + 0.010*""מגדרי"" + 0.008*""פותחת"" + 0.007*""מינית"" + 0.007*""ולשוויון""',)",8
5382,שורה הוראות כלליות שמתייחסות לאופן שבו היתרות מיני הגדרות שנמצאות בהסכם לחיבור יתרות בחשבונות שונים ההסדרה הגמחים הסכמנו לגביה מציעה שנתחיל לעבור התקנות בנויות בעיקרן בהפניות להסכם ההסכם והנספחים מצורפים לתקנות נספח לתקנות עמודים עמודים טכניים וכללים שמקבצים ההוראות שחלות המוסדות הפיננסיים התקנות בנויות כזאת שהן מפנות לסעיפים ספציפיים כלל בנספח בהסכם ומבהירות ההוראות החלות נעשה מטעמים לחזור מילה במילה שנמצאים ההסכם והנספחים נקריא,קורונה,0.98496306,"('0.030*""הקורונה"" + 0.019*""הוראת"" + 0.013*""נגיף"" + 0.011*""סמכויות"" + 0.011*""התקנות"" + 0.010*""החוקה"" + 0.008*""מיוחדות"" + 0.008*""ומשפט"" + 0.007*""להתמודדות"" + 0.007*""צו""',)",8
8703,נוגע וחשוב שהנשים הנפלאות האלו שעושות העבודה המסורה שלהן מגדלות הדורות הבאים אזרחים ואזרחיות; שהן עובדות להתפרנס בקונטקסט הימים ויותר תעסוקת נשים כללי ותעסוקת נשים ערביות מיוחד מקצה משאבים ותכניות לשלב הנשים בתעסוקה עומדים בפני שאכן כ-3600 נשים שהשתלבו בתעסוקה המשפחתונים הנשים המטפלות עצמן שנשים יעבדו וישתכרו בכבוד שיעבדו רוצות שנשים יעשו העבודה שלהן ירגישו שהן מקבלות התגמול המגיע להן העשייה שלהן,נשים,0.9845064,"('0.033*""נשים"" + 0.016*""מעמד"" + 0.016*""לקידום"" + 0.015*""האישה"" + 0.010*""הנשים"" + 0.010*""אלימות"" + 0.010*""מגדרי"" + 0.008*""פותחת"" + 0.007*""מינית"" + 0.007*""ולשוויון""',)",8
299,מחזיק בשני ישראלים מקבל ההערה מחזיק בשני ישראלים אמרתי ככל הנראה מעבר לעובדה שהחמאס מחזיק בשני הישראלים למדינת מידע באשר לאותם אזרחים המוחזקים בידי החמאס למיטב ידיעתי גורם בין-לאומי ביקר הצלב האדום ביקר הבריאות הסברים המטה לביטחון לאומי שמתכלל מטעם ומשרד הביטחון מדינת עומדת בראש ובראשונה קבלת מידע באשר לאזרחים הישראלים המוחזקים בעזה בהינתן העובדה שישראל הגורם המסייע להעברת חיסונים לרצועת עזה,תחבורה,0.98449653,"('0.008*""העובדים"" + 0.005*""הכול"" + 0.004*""הרוגים"" + 0.004*""עירונית"" + 0.004*""בתאונות"" + 0.003*""דרכים"" + 0.003*""השכר"" + 0.003*""צריכים"" + 0.003*""ההרוגים"" + 0.003*""מבין""',)",8
7222,יעסוק בתחבורה הציבורית שעסקנו בכמה וכמה אספקטים בהיבט ארוך הטווח ניסיונות לפתור משבר התחבורה הציבורית בגוש דן בסוגיית הרכבת הקלה והן בסוגיית המטרו יעסוק בתפקוד בהווה ובעתיד הקרוב בתפקוד התחבורה הציבורית בימים משבר הקורונה שבהם מגבלות מובנות כמות הנוסעים ברכבת ובין באוטובוסים ומצד פי הנתונים שעולים פניות שהיו אלי אישית ואל הגברה התדירות מענה בסופו לצרכים שנוסעים בתחבורה הציבורית בימים המורכבים,תחבורה,0.9842589,"('0.008*""התחבורה"" + 0.007*""הציבורית"" + 0.005*""הדברים"" + 0.004*""המים"" + 0.004*""ציבורית"" + 0.004*""מכן"" + 0.004*""לדון"" + 0.004*""האוצר"" + 0.004*""הבריאות"" + 0.003*""הכספים""',)",8
8866,שומרים משמר וטוב שכך נזעקים מגלים מזהים חוששים מפוליטיזציה מערכות ציבוריות וממשלתיות קורה במקרה גורמים אידיאולוגיים באים מגורמי והפוליטיקה הגנות קורה כשהגורם האידיאולוגי מרצה חוקר קורה כשמרצה חוקר מנווט המערכת לגישה אידיאולוגית ומסרב אקדמית לדעות אידיאולוגיות אחרות ראה ערך אקטואליה תיכונט בתא רם כהן שיכול מעולה שדעה לגיטימית ודעה שנייה משיחיסטית שמיימית ספרו מציע לרכוש יווני לבנות אזרחים שחושבים דעה ומחשבה,תחבורה,0.98424566,"('0.008*""העובדים"" + 0.005*""הכול"" + 0.004*""הרוגים"" + 0.004*""עירונית"" + 0.004*""בתאונות"" + 0.003*""דרכים"" + 0.003*""השכר"" + 0.003*""צריכים"" + 0.003*""ההרוגים"" + 0.003*""מבין""',)",8
7506,אמרתי שעד 22 חייתי במרוקו כלומר בתיכון יחד יהודים וערבים בספורט שיחקתי רוגבי וכדורסל יהודים וערבים ביחד ששם אהבנו מכות היהודים ברחו מהר אווירה מדהימה שמכיר פס ויורד לאוניברסיטה המוסלמית הראשונה אל-קרוויין הבית ממול הבית הרמבם אל-קרוויין והרמבם בשם הערבי המקומי קוראים בוסטלטס עשה שעון קיים כולו נהרס שבע צלוחיות שמקבלות טיפות המים וכך נקבעת השעון בוסטלטס שהביא השעון קראו,תחבורה,0.98398775,"('0.008*""העובדים"" + 0.005*""הכול"" + 0.004*""הרוגים"" + 0.004*""עירונית"" + 0.004*""בתאונות"" + 0.003*""דרכים"" + 0.003*""השכר"" + 0.003*""צריכים"" + 0.003*""ההרוגים"" + 0.003*""מבין""',)",8
9106,החניה החניה מתאים לצרכיו הנכה כתוב בהצעה בקריאה בעקבות הערה שקיבלנו מציעים שהחניה תוקצה בהתחשב בתקן הישראלי הרלוונטי התקן הישראלי קובע מידות שונות לחניה לנכה רכב מעלון חניה טיפה רכב שצריך רמפה מסוימת לנושא להתחשב בדבר התקן להקצות 75 מטר 73 הכוונה שתהיה התחשבות בתקן הישראלי שנמסר ממשרד התחבורה וההנחיות להתחשב בתקן כשמקצים מקומות חניה לנכים בספרה הציבורית שינוי,ניצולי שואה,0.98373395,"('0.010*""השואה"" + 0.009*""הביטחון"" + 0.008*""ניצולי"" + 0.008*""האוצר"" + 0.007*""שואה"" + 0.004*""לניצולי"" + 0.003*""מבחינת"" + 0.003*""ולוועדת"" + 0.003*""שוק"" + 0.003*""הכלכלה""',)",8
8347,צריכים דגש הטיפול העכשווי במחלה בעזרת התרופות אפשרות לצמצם התופעה ולעזור לאנשים צריכים לחשוב המערכות מתמודדות מתמודדות המחלה אצל צריכים לחשוב פתרונות תעסוקה מעסיקים החברה מודרנית פטריארכלית בחלק מהדברים ברגע שמגלים שהבן המועמד הפוטנציאלי חולה במחלת האפילפסיה נבהלים לעבודה הגבלות לאנשים נחשפתי לכך חולה אפילפסיה ייכנס לאיזשהו מופע זרקורים התקף לחשוב הדרכים למנוע ליידע הציבור הפוטנציאל הנזק ולמנוע הנזק,בריאות,0.9837336,"('0.011*""בתי"" + 0.011*""החולים"" + 0.006*""חולים"" + 0.005*""הפריפריה"" + 0.004*""חלוקתי"" + 0.004*""חברתי"" + 0.004*""לצדק"" + 0.004*""בבתי"" + 0.004*""הבריאות"" + 0.004*""הארץ""',)",8
874,היושב עוברים מדיון כשהדיון שקיימנו הרוגים כשאתה מדבר הרוגים מעלה ובודק סטטיסטיקות ורואה נהרגו יחסית למדינות ה-OECD אצלנו עלייה במספר ההרוגים אמרתי חוזר ואומר שכאשר 53 שנהרגו בשנת 2015-2016 31 מתוכם מהמגזר הערבי פי שתיים ממספרם באוכלוסייה צועק ילד נהרג בחצר הבית ותשעה נהרגים בשנת 2015-2016 בחצר הבית היכן צריכים לשחק היכן צריכים בטוחים נדרסים הקרובים השכנים צועק לשמים,תחבורה,0.9837294,"('0.008*""העובדים"" + 0.005*""הכול"" + 0.004*""הרוגים"" + 0.004*""עירונית"" + 0.004*""בתאונות"" + 0.003*""דרכים"" + 0.003*""השכר"" + 0.003*""צריכים"" + 0.003*""ההרוגים"" + 0.003*""מבין""',)",8
2501,מצפים בממשלה שמשרד הכלכלה המנוע הגדול למאבק ביוקר המחיה מצפים פעולת השרה והמנכל יחידות הסמך המרכזית שבה נתמקד התחרות כוח והמון יכולת ניצלה הכוח היכולת לבצע הפעולות הראויות הנמרצות והנחושות להוזיל יוקר המחיה קיימת המועצה לצרכנות שלראשונה נחשפתי בשבוע כשהחליטה תביעה ייצוגית כפל העמלות בכספומטים בבנקים כחלק מה-follow-up שנחשף בעיתונות שעשתה בסוגיית העמלות בכספומטים פעולה ויפה יחידה והיא אחרונה,תחבורה,0.9836962,"('0.008*""התחבורה"" + 0.007*""הציבורית"" + 0.005*""הדברים"" + 0.004*""המים"" + 0.004*""ציבורית"" + 0.004*""מכן"" + 0.004*""לדון"" + 0.004*""האוצר"" + 0.004*""הבריאות"" + 0.003*""הכספים""',)",8
9565,יושבים שהעלינו הפרשה העגומה לסדר הציבורי שלוש והיא נשארת בתודעת הציבור נוכל לפתרון ולקיחת סוג אחריות הפרשה מההיסטוריה מדינת קום פצע נרפא אצל משפחות מארחים מהמשפחות נציגים המשפחות באים לספר הטראומה המשפחתית האובדן המשבר הקשה המשבר העמוק כאילו והדברים נשכחו 70 60 אצלם באותה טראומה הדור והשלישי נציגים הדור השלישי והם לפתרון והמאבק הדור הצעיר שאומר שצריך לפתרון,דיור,0.98345524,"('0.006*""הציבורי"" + 0.006*""הדיור"" + 0.006*""מדינת"" + 0.004*""צריכים"" + 0.004*""הבריאות"" + 0.003*""דירות"" + 0.003*""מצד"" + 0.003*""מאז"" + 0.002*""שצריך"" + 0.002*""רבות""',)",8
1094,המשך הקודם שעוסק בפיגומים והנפילה מפיגומים מתבשרים נופלים מפיגומים הפיגומים נופלים שעומדים עליהם עובדים במקרה באזור עפולה ימים נפל פיגום דיברנו בישיבה הקודמת הסיפור מקימים פיגום ועובדים דיברנו שמי שבונה הפיגום מוסמך האישור העבודה לוודא האישור ולפחות בשטח שהעובדים העבודה שאחראי הבטיחות לבדוק התקינות הפיגום שהמתקין הבונה מהשטח לרשום ביומן העבודה לאשר ולבדוק והאישור להתחשבן הקבלן שבונה הפיגומים,תחבורה,0.9834481,"('0.012*""בדרכים"" + 0.005*""פנים"" + 0.004*""לביטחון"" + 0.004*""לבטיחות"" + 0.003*""המצב"" + 0.003*""המשטרה"" + 0.003*""הקטל"" + 0.003*""הכיסאות"" + 0.002*""תשעט"" + 0.002*""בקטל""',)",8
7690,במעבר חד לעבור נוסף סיפור סאגת התאגיד מפורשת עתירה לבגץ שהגשתי הצליחה לייצר ה-30 באפריל בעתירה נוספת לבגץ שהגשנו אמרו תבואו ב-30 באפריל השמועות שמגיעות לאוזנינו העובדה ששר התקשורת הנוכחי בהעברת המקל הזמני לשר התקשורת צחי הנגבי ימונה על-ידי ויאושר על-ידי ההתניות המרכזיות לקפד ראשו התאגיד שסובל מירידת שמיעה והקשיב לדבריו צחי הנגבי להבין שהפקודה ניתנה מחכים הפעולה,תחבורה,0.9834319,"('0.008*""התחבורה"" + 0.007*""הציבורית"" + 0.005*""הדברים"" + 0.004*""המים"" + 0.004*""ציבורית"" + 0.004*""מכן"" + 0.004*""לדון"" + 0.004*""האוצר"" + 0.004*""הבריאות"" + 0.003*""הכספים""',)",8
5431,חשבון הסמכויות הגדול שכשאני מדבר הסמכויות הגדול מבין שנצטרך חודשיים שאומרים שאולי המחלה אוטוטו נגמרת שאולי גל בגל ייפסק מחר בבוקר וכולנו מתפללים ייקח שלושה-ארבעה חודשים שנתאושש שחשוב שהתקנות האלו מוסדרות המטרה הגדולה לזרז ככל הניתן להתקדם ככל הניתן הגדול הרב היינו צריכים לוותר והיא תיערך בשבוע ננסה זהירה ומהירה ומצד מעמיקה והכי בררנית בנוגע לפעולות למיניהן,תחבורה,0.98316,"('0.008*""התחבורה"" + 0.007*""הציבורית"" + 0.005*""הדברים"" + 0.004*""המים"" + 0.004*""ציבורית"" + 0.004*""מכן"" + 0.004*""לדון"" + 0.004*""האוצר"" + 0.004*""הבריאות"" + 0.003*""הכספים""',)",8
