,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
7192,כנהוג וכפי שעשינו בפעמים קודמות התייחסויות מהאורחים שהגיעו ראשי רשויות שמכבדים אותנו בנוכחותם נעשה בנוהל אורח וחבר בשאיפה שכאשר יגיע יושב-ראש הקבוע נוכל להתקדם לפסים אופרטיביים ספק המודל וככל ביטן לנגד העיניים מודל שבו תאגידי המים מבוטלים קובעים קריטריונים שצריך לעמוד בהם והיה ורשות מקומית עומדת בהם לנהל משק המים בעצמה שהרגולציה מדיניות ההשקעות והטיפול בתשתיות המים תצטרך להמשיך ולהנחות להמשך הקטסטרופה 60 תאגידים שפזורים רחבי הארץ,עולים,0.985763,"('0.013*""העלייה"" + 0.009*""הקליטה"" + 0.008*""הבאים"" + 0.007*""ברוכים"" + 0.007*""איתנו"" + 0.006*""אלינו"" + 0.005*""והקליטה"" + 0.005*""יושב"" + 0.005*""לוועדת"" + 0.004*""והתפוצות""',)",5
9691,הלוואי והייתי לעצור שההורים נאלצים הרב ההכרח יגונה לעצור התופעה ולדאוג לכך שתלמידות בגבעת זאב ילמדו סמוך לבתיהן מענישים התלמידות והמשפחות במרחקים בזמן ההסעה והן בביטחון ובנוסף להן תחושה תלמידה שמרגישה אורחת אורך תקופת הלימודים שנתיים שלוש הפעילות החברתית חברותיה בעיר נאלצת ללמוד בעיר סמוכה להשתתף איתן בפעילות החברתית מתכונן הסברים ששמעתי הקודם ארפה מהנושא אצטרך להתערב בתחומים שאינם שייכים לתחומי שצריך לעצור המצב,נשים,0.98510325,"('0.006*""נשים"" + 0.005*""המקומי"" + 0.004*""השלטון"" + 0.004*""צריכים"" + 0.003*""מבקר"" + 0.003*""הנשים"" + 0.003*""החשמל"" + 0.002*""התופעה"" + 0.002*""כלל"" + 0.002*""שהן""',)",5
2183,הדרך לחזק מוסיף תקציבים מוסיף כוח שצריך בקרה ובקרה חיובית הכוונה כלל בקרה מתחלקת לשני חלקים האחד בקרה מערכתית שוודאי חשובה לאין ערוך שבה מהלכים תרחישים רוחביים צריכים שיסתכל ויגיד חברה קרה לאן הגיע וצריכים לתקן הבקרה הפרטנית בקרה במגמה לחפש לתפוס מכסה לתפוס שתי פרקליטות שנקרא הפוך המגמה לנסות לאתר כשלים וההיפך לחנך ולשנות ולהוביל כלל בקרה שנעשית נכונה תורמת לחיזוק הגוף המגמה,נשים,0.9851019,"('0.006*""נשים"" + 0.005*""המקומי"" + 0.004*""השלטון"" + 0.004*""צריכים"" + 0.003*""מבקר"" + 0.003*""הנשים"" + 0.003*""החשמל"" + 0.002*""התופעה"" + 0.002*""כלל"" + 0.002*""שהן""',)",5
5571,זוכרת קורבנות הפיגועים בפיטסבורג מונסי סן דייגו וגרסי סיטי בטבח שהתרחש קהילת עץ אור לשמחה בעיר פיטסבורג שבפנסילבניה ארצות-הברית ב-27 באוקטובר נרצחו 11 יהודים ונפצעו רבים רוז מלינגר 97 ניצולת שואה; מלווין ווקס 88; הזוג סילבן סימון 86 וברניס סימון 84; גויס אייזנברג 75; דניאל שטיין 71; ארווין יאנגר 69; דר גרי רבינוביץ 66; ריצרד גוטפריד 65; האחים ססיל רוזנטל 59 ודיוויד רוזנטל 54,נשים,0.9850902,"('0.006*""נשים"" + 0.005*""המקומי"" + 0.004*""השלטון"" + 0.004*""צריכים"" + 0.003*""מבקר"" + 0.003*""הנשים"" + 0.003*""החשמל"" + 0.002*""התופעה"" + 0.002*""כלל"" + 0.002*""שהן""',)",5
7964,ובוקר פרצופים מוכרים חדשים האתגרים ואחד הדברים שלקחנו עצמינו להתעמק ולתקוף שיותר סוגיות משמעותיות התמכרויות זווית אפשרית חושבים משמעותית ובאמת ציבור רחב מתמכרים אליה תברח מאיתנו נפספס התמכרות המסכים כחלק אזרח בישראל ואולי למעט מקומות נידחים שהמסכים הגיעו אליהם מוטרד מהעלייה המסחררת קצב ההתמכרות למסכים עצמי מוטרד מוטרד בעצמי בשיחות אשתי מוטרד מהילדים לנהל איתם מערכת היחסים שהעולם נכנס אליה במסך לבין האזרח,עולים,0.98486274,"('0.013*""העלייה"" + 0.009*""הקליטה"" + 0.008*""הבאים"" + 0.007*""ברוכים"" + 0.007*""איתנו"" + 0.006*""אלינו"" + 0.005*""והקליטה"" + 0.005*""יושב"" + 0.005*""לוועדת"" + 0.004*""והתפוצות""',)",5
8591,איתנו החינוך המזכירות הפדגוגית בתחומו נתחיל שתחליטו יפתח יספר החינוך מערכת החינוך מתמודדת הסוגיה הרב תרבותיות במערכת החינוך ואפילו שכולם יכירו שכולם יידעו למערכת החינוך אתגרים ויעדים להפוך למשימה העיקרית מערכת החינוך ייתכן שנחיה ביחד כ-70 מכירים השכן מבחינת להכיר התרבות המנטליות ההוויה ההיסטוריה שהשיח פתוח ממה בעבר מאוחר מאשר שומעים קלישאה הסיפור המלא הגיע שנספר הסיפור המלא החברה הישראלית,חינוך,0.9841255,"('0.063*""החינוך"" + 0.018*""התרבות"" + 0.015*""והספורט"" + 0.009*""חינוך"" + 0.007*""באדר"" + 0.007*""במערכת"" + 0.006*""הספר"" + 0.006*""תשעז"" + 0.005*""מערכת"" + 0.005*""בתמוז""',)",5
323,מניח בחדר מבין הצופים שהטלפון הסלולרי הפך למרכז בחיי לצרכי לשיחות חברים לצרכי פנאי שימושים שבהם הטלפון מזמן טלפון הסלולר מהשימושים הסלולריים שהתשתית הסלולרית מאפשרת הדור החמישי רשת האינטרנט הסלולרי שמכונה 5G יביא העתיד לחיים תקשורת רחפנים ורכבים אוטונומיים מחייבים 5G ושליטה ציוד חקלאי וציוד בריאותי מחייבים 5G ואפשרות שירותים מצילי מרחוק נושאים מחייבים 5G ברמה גבוהה בתשתיות נאותות רחבי,נשים,0.9841182,"('0.006*""נשים"" + 0.005*""המקומי"" + 0.004*""השלטון"" + 0.004*""צריכים"" + 0.003*""מבקר"" + 0.003*""הנשים"" + 0.003*""החשמל"" + 0.002*""התופעה"" + 0.002*""כלל"" + 0.002*""שהן""',)",5
9254,שישי הטלפון מצלצל כשאת מבשלת כוננית שואלת בזרם חשמל מכה בך פתאום אוי אכן הכוננות קרה הגיע ידוע מקשיבה וכולך זעזוע ילדה שיצאה לשתות זרים עצרה טרמפ מזדמן בהרים ילדה שניסתה סמים בראשונה בשכונה מעבר לפינה ילדה שחשבה שהבחור המפרגן שאמר התכוון ילדה שרצתה תשומת הבינה שלגופה רעב עניין בנפשה רגשותיה למשש שדיה ולחלל גופה נעוריה להתעלל ולראות ייסוריה,נשים,0.9838489,"('0.017*""האישה"" + 0.015*""מעמד"" + 0.015*""לקידום"" + 0.011*""פותחת"" + 0.011*""מגדרי"" + 0.009*""מהיר"" + 0.008*""נשים"" + 0.008*""ולשוויון"" + 0.007*""כהן"" + 0.006*""וחבר""',)",5
8850,מקיימים מפגעים סביבתיים חמורים והקמת מטמנות ותחנות מחזור בצמוד לבתי היושב בכפר אעבלין כאילו ספציפי ישוב מבחינת אמנם שמשפיע ישיר ישוב צמוד קרוב למטמנות לתחנות המחזור מהווה מפגע סביבתי מעבר לישוב לאזור למאמצים להבטיח סביבה נקייה שהחיים אפשריים בפני סוגיה שאיתה מתמודד הישוב אעבלין הנציגים הישוב המועצה אעבלין מאמון שיח אהלן וסהלן והחברה שהגיעו המועצה מאמון שיח,כלכלי,0.9833092,"('0.008*""ערך"" + 0.005*""הבריאות"" + 0.004*""הדברים"" + 0.004*""הרשות"" + 0.004*""ניירות"" + 0.003*""המחיה"" + 0.003*""יוקר"" + 0.003*""לביטוח"" + 0.002*""לניירות"" + 0.002*""האוכלוסין""',)",5
8784,שהמשרד בראשות השר החליטו להתמודד אכיפה העיצומים הכספיים ובכלל אכיפה תאונות העבודה יחד החברים איל ראובן וחאג יחיא ניסינו המצב שקצת פעולה שתיים הצלחנו לסגור אתרי בנייה ומצד אילן גילאון הצליח בדברים שקידם בנגישות לנסות ולתקן עיוותים באחריות מלאה רחוקים רחוקים מאכיפה רצינית תאונות ובבנייה בפרט המחסור במפקחים ובגלל התנאים המוגבלים כשיש מפקחים שיוכלו להתמודד האתגר,נשים,0.9830172,"('0.006*""נשים"" + 0.005*""המקומי"" + 0.004*""השלטון"" + 0.004*""צריכים"" + 0.003*""מבקר"" + 0.003*""הנשים"" + 0.003*""החשמל"" + 0.002*""התופעה"" + 0.002*""כלל"" + 0.002*""שהן""',)",5
5078,הנחו אותנו מלכתחילה בוודאי משעה שהוועדה נדרשה וכיוונה אותנו לפתרונות הדריכו אותנו שיקולים האחד שהנטל העובד/מעביד מינימלי השיקול שחברת הביטוח בסופו תקבל מכפי עלותו הכיסוי הדברים שהדריכו אותנו מלכתחילה קבענו הכיסוי יכלול עלות מינימלית העובד/מעביד חשבנו מינימלי 189 שקלים במקביל הכלכלה מתקן הניכוי שבסופו העלות תחול המעביד העובד הנהנה מהפוליסה אמרה מרגישה איזשהו סוג הכבדה יתרה,כלכלי,0.98300683,"('0.008*""ערך"" + 0.005*""הבריאות"" + 0.004*""הדברים"" + 0.004*""הרשות"" + 0.004*""ניירות"" + 0.003*""המחיה"" + 0.003*""יוקר"" + 0.003*""לביטוח"" + 0.002*""לניירות"" + 0.002*""האוכלוסין""',)",5
1897,אתחיל בהתנצלויות מנכל החקלאות התנצל טעות סופר אצלו המזכירה רשמה ה-2510 259 שהוועדה ומזכירות עשו עבודתן נאמנה שהשעה 9 נקבעה בתיאום המנכל המנכל רצה להתחיל הבוקר ולהמשיך לדברים דיברתי בטלפון סיכמנו שב-2510 במפעל לביקור אגיע הסתכלתי בתאריך החשבון מיד סוכות ביקש מצפניה מבין שצפניה המחוז החקלאות באזור ביקש שהפרויקט המשימה השנתית המחוז החקלאות לקדם תיכף מאיתנו,בריאות,0.98298955,"('0.008*""מבקר"" + 0.003*""הבריאות"" + 0.003*""אומרת"" + 0.002*""במסגרת"" + 0.002*""ביקורת"" + 0.002*""טיפול"" + 0.002*""חודשים"" + 0.002*""הסמים"" + 0.002*""השנים"" + 0.002*""קבע""',)",5
2163,תמנה 17 חברים סיעת הליכוד חמישה חברים אופיר כץ מיקי מכלוף זוהר מאי גולן טלי פלוסקוב ועוזי דיין; סיעת עתיד-תלם חברים אלעזר שטרן ובועז טופורובסקי; סיעת הרשימה המשותפת –שני חברים השמות יועברו בהמשך; כחול ארבעה חברים איתן גינזבורג שלושה; סיעת שס מיכאל מלכיאלי; יהדות התורה אחד; ישראל-ביתנו אחד; ימינה מתן כהנא מוצע יושב-ראש איתן גינזבורג,רווחה,0.9827172,"('0.025*""העבודה"" + 0.018*""הרווחה"" + 0.012*""והבריאות"" + 0.009*""מיקי"" + 0.007*""והרווחה"" + 0.007*""הלאומי"" + 0.006*""הביטוח"" + 0.005*""לוי"" + 0.005*""יואב"" + 0.004*""חברים""',)",5
3597,הסמים והאלכוהול מעקב קנאביס תעשייתי מעקב השנייה מתקרבים לסוף מושב הקיץ ליישר קו בנושאים שהוועדה עוסקת בהם ועוקבת אחריהם לאורך אתחיל ואומר להזכיר שבעצם הקנאביס התעשייתי קנאביס כלומר מוצר סדרה מוצרים שמיוצרים מצמח הקנאביס מכיל מכיל כמות נמוכה חומר פעיל כלומר פסיכואקטיבי השפעה לקנאביס בתוכו החומר הפעיל שנקרא THC משמש למוצרי תעשייה מטקסטיל תוספי מזון,בריאות,0.9827033,"('0.008*""מבקר"" + 0.003*""הבריאות"" + 0.003*""אומרת"" + 0.002*""במסגרת"" + 0.002*""ביקורת"" + 0.002*""טיפול"" + 0.002*""חודשים"" + 0.002*""הסמים"" + 0.002*""השנים"" + 0.002*""קבע""',)",5
5668,פותחת העבודה והרווחה ה-7 בפברואר באדר התשפב 950 בבוקר האזרחים הוותיקים 16חידוש אוטומטי הנחה בתשלומי ארנונה התשפב-2021 בהכנה שנייה ושלישית ינון אזולאי סמי אבו שחאדה; האזרחים הוותיקיםתיקון חידוש אוטומטי הנחה בארנונה התשפא-2021 ינון אזולאי בהכנה ראשונה; והצעת אזרחים ותיקים חידוש אוטומטי הנחה בארנונה התשפב-2021 סמי אבו שחאדה ממשלתית הקודם הצבענו המיזוג עבר לוועדת ויידון,רווחה,0.98240405,"('0.025*""העבודה"" + 0.018*""הרווחה"" + 0.012*""והבריאות"" + 0.009*""מיקי"" + 0.007*""והרווחה"" + 0.007*""הלאומי"" + 0.006*""הביטוח"" + 0.005*""לוי"" + 0.005*""יואב"" + 0.004*""חברים""',)",5
9346,ניסו לפתור החלום מיני פתרונות מצא חן בעיניו מצא חן בעיניו כשהגיע יוסף פתר שנות רעב ושנות שובע ולמה בחלום –מכיוון מלך להסתדר בהכל ניסו תשמע חלם שבע פרות שבעה שיבולים והיו שבע בנות מצא חן בעיניו שיוסף הסביר מדוע החלום שבע שנות שובע ושבע שנות רעב פעמיים שתי דוגמאות שיבולים פרות תן דוגמא,בריאות,0.98239976,"('0.008*""מבקר"" + 0.003*""הבריאות"" + 0.003*""אומרת"" + 0.002*""במסגרת"" + 0.002*""ביקורת"" + 0.002*""טיפול"" + 0.002*""חודשים"" + 0.002*""הסמים"" + 0.002*""השנים"" + 0.002*""קבע""',)",5
5853,הכוונה ידע במשרדי ומשרד המשרדים הארגונים השונים לכלל המשרדים ביחד בהסתכלות הבין משרדית המשרדים שהמשמעויות פנימה המשמעויות ידע ובתוך המשרדים בממשלה חשיבות והכנסות למקבלי שירות נותני שירות לאזרחים וכמובן למסחר כלכלה לתעשייה לבריאות למרחב הכלכלי הציבורי הדבקת פערים שמצד גופים רבים מתקדמים הלאה ידע מאחור מאחור פערים רצויים ולנו חשיבות בהדבקת הפערים כמשימה,בריאות,0.9820698,"('0.009*""החולים"" + 0.006*""בתי"" + 0.004*""הבריאות"" + 0.004*""הסתייגויות"" + 0.004*""חולים"" + 0.004*""צריכים"" + 0.004*""הדברים"" + 0.003*""אגף"" + 0.003*""תכנית"" + 0.003*""הגורמים""',)",5
5869,שהמגשר האיש המתאים המוכשר ניסיון ויידע שהגישור יצליח המטרה בענייני משפחה בתחום דא עקא נגדיר חוסמים צעירים מלהצטרף מזכיר המכרזים שכתוב בהם שמחפשים מזכירה בעלת ניסיון בסדר מישהי שרוצה להתחיל בחיים תוכל להתחיל ולעולם ניסיון מצד מצד לחסום החברה החדשים שרוצים מגשרים למצוא הנוסחה הנכונה מצד להעסיק המגשרים הטובים ומצד לחסום חדשים נקודה,רווחה,0.98205155,"('0.025*""העבודה"" + 0.018*""הרווחה"" + 0.012*""והבריאות"" + 0.009*""מיקי"" + 0.007*""והרווחה"" + 0.007*""הלאומי"" + 0.006*""הביטוח"" + 0.005*""לוי"" + 0.005*""יואב"" + 0.004*""חברים""',)",5
2895,המשפחות יצטרכו להגיש בקשה לפתיחת קברים פסק הלכה שיצורף אדבר בישיבות אחרות לנכון הילד נפטר ובאמת קבר זהו פסוק המשפחה תדע שהנה קבר המשפחה שנפטר והם יוכלו ואולי להתאבל לברר כלומר לסיפור תשובה נדע עלה בגורלם ונמשיך לחפש שיבקש קבר מודה שבן משפחתו נפטר נפתח הקברים נעשה בדיקות DNA וכך נוכל להתחקות,בריאות,0.98173094,"('0.009*""החולים"" + 0.006*""בתי"" + 0.004*""הבריאות"" + 0.004*""הסתייגויות"" + 0.004*""חולים"" + 0.004*""צריכים"" + 0.004*""הדברים"" + 0.003*""אגף"" + 0.003*""תכנית"" + 0.003*""הגורמים""',)",5
6327,קראת שמות המציעים שדווקא אמרתי במליאה כשהעלינו טרומית אמיצים שחתמו שלכאורה במבט פופולרי כאילו הצרכן לטובת הצרכן יאפשר למכור חבילות זולות וטובות לסוכני הנסיעות שמכיר נפלאות האינטרנט ויודע בעצמו אמיתי וצודק לדאוג להגנת הצרכן סיבה לפטור הצרכן וברוך אנשי הגנת הצרכן הבינו העניין במקומו לשלם שהגענו למנגנון וטוב בעקבות הידברות פרודוקטיבית שנתנו,כלכלי,0.9817218,"('0.008*""ערך"" + 0.005*""הבריאות"" + 0.004*""הדברים"" + 0.004*""הרשות"" + 0.004*""ניירות"" + 0.003*""המחיה"" + 0.003*""יוקר"" + 0.003*""לביטוח"" + 0.002*""לניירות"" + 0.002*""האוכלוסין""',)",5
8397,מודע אנשי המקצוע בשטח שבעולם הרחב בציבור גלים העניין עובדה עובדה שישבנו לעת 24 ודנו תחקיר ובכלל דליפת מידע דליפה נתונים הארכיון הלאומי הגנז נסערנו היינו שורה מצד ימין ומצד שמאל ומדברים דליפת מידע שהנושא דנים הסייבר במערכות חשובות וקריטיות ובעלי משמעויות מהנושא הגנזך ממה שפורסם שמות הגנה מלחמה הטמעה ההתנהלות,נשים,0.9813882,"('0.006*""נשים"" + 0.005*""המקומי"" + 0.004*""השלטון"" + 0.004*""צריכים"" + 0.003*""מבקר"" + 0.003*""הנשים"" + 0.003*""החשמל"" + 0.002*""התופעה"" + 0.002*""כלל"" + 0.002*""שהן""',)",5
4669,מטרת שייכנס בעזרת השם בינואר לתוקף ולבחון השטח שישב המושב הקודם ורוב ישבו נאמרו לשר הרווחה תקפו ברמה מקצועית ואמרו בסופו המטרה להחזיר אותנו למעגל העבודה ולהגדיל השכר הצליח מבחינתנו התכנסנו יור העבודה והרווחה יחד הרווחה החליטו הקמת הועדה מוניתי ליור החלטה הצעות שקשורות למזונות ידונו שידונו בהרכבים מצומצמים שיידון יידון,רווחה,0.98138344,"('0.025*""העבודה"" + 0.018*""הרווחה"" + 0.012*""והבריאות"" + 0.009*""מיקי"" + 0.007*""והרווחה"" + 0.007*""הלאומי"" + 0.006*""הביטוח"" + 0.005*""לוי"" + 0.005*""יואב"" + 0.004*""חברים""',)",5
