,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
3789,ולהבנתי ויתקן יוסי הסיבה שממוקד במשרד הביטחון שבמשרד הביטחון מצא המבקר שהנושא הוסדר הסוף שיא כוח האדם הביטחון לשנת מהדוח עמד 2232 עובדים כשבנוסף לעובדים התקניים העסיק הביטחון באותה יועצים וכוח חיצוני בהיקף 725 שליש מכוח האדם במשרד הביטחון באגפים מסוימים מספרם היועצים החיצוניים למספר העובדים בתקינה מציג תמונת שימוש ניכר ונרחב ביועצים חיצוניים פי מבקר ליועצים החיצוניים איזושהי מומחיות ספציפית ידע נדרש,בריאות,0.9847304,"('0.021*""מבקר"" + 0.014*""החולים"" + 0.007*""הבריאות"" + 0.006*""בתי"" + 0.006*""בדוח"" + 0.004*""הדברים"" + 0.004*""חולים"" + 0.004*""הדוחות"" + 0.003*""המבקר"" + 0.003*""דוחות""',)",7
9139,שמענו המינהל סדרי העדיפויות האכיפה בשטח קיימת אציין בקליפת אגוז מרחב עוטף ירושלים דרום הר חברון מכן שטחי אש דגש בקעת הירדן מכשול התפר עורקי מרכזיים ואדמות מדינה אבקש בהמשך לאותו אכן נקבע פרויקטור תמונת המצב העדכנית בשטח מבינים שבהמשך להכרזה ולהשקה התוכנית נשיא ארצות הברית תוכנית טראמפ המינהל שיפר אחיזתו תמונת המודיעין בשטח ההבנה הלכה למעשה לצד מדיניים בדבר העובדות שנוצרות,כלכלי,0.98450774,"('0.019*""תקציב"" + 0.006*""הכספים"" + 0.005*""האוצר"" + 0.004*""המצב"" + 0.004*""המחיה"" + 0.003*""התקציב"" + 0.003*""באפריל"" + 0.003*""מכן"" + 0.003*""יוקר"" + 0.003*""מבחינת""',)",7
4421,ב-5 באפריל 40 במותה הוכתה באכזריות פי החשד נאנסה אלמוני מתה מפצעיה כיומיים ב-17 באפריל מירוות דסוקי 48 במותה נרצחה בביתה שבלוד שרעול פנים נכנס לביתה וירה מטווח קצר בעוד זוגה יושב לידה ב-28 באפריל מסטוואל אלאזה 31 במותה נדקרה בדקירות בעלה בנה ה-14 הזעיק כוחות ההצלה כחודש טרם המקרה שוחרר הרוצח ממאסר בגין עבירות אלימות כנגד אשתו שעונשו הופחת,כלכלי,0.9839846,"('0.019*""תקציב"" + 0.006*""הכספים"" + 0.005*""האוצר"" + 0.004*""המצב"" + 0.004*""המחיה"" + 0.003*""התקציב"" + 0.003*""באפריל"" + 0.003*""מכן"" + 0.003*""יוקר"" + 0.003*""מבחינת""',)",7
1023,אקריא שירו יהורם גלילי הזקנה במסדרון גלילי יליד לציון תושב מודיעין נשוי לאיריס ואב לארבעה משורר וסופר בוגר מסלול השירה הליקון וסדנאות נוספות לכתיבת שירה שירים רבים פורסמו בכתבי עת ספרותיים באתרי ספרותיים ובעיתונים ארציים רבים כותב ביוגרפיות וספרי היסטוריה צבאיים ובחודש האחרון יצא לאור הספר המקיף כותב מחמש חיל ההנדסה הקרבית שירת בסדיר ובמילואים ובנו הבכור קסם משרת בימים,עולים,0.98397934,"('0.010*""העולים"" + 0.009*""עולים"" + 0.008*""אתיופיה"" + 0.007*""יוצאי"" + 0.007*""חיילים"" + 0.006*""החדשים"" + 0.005*""בישראל"" + 0.004*""בודדים"" + 0.003*""משוחררים"" + 0.003*""השכלה""',)",7
5363,היושב-ראש מתרוצץ וכמה ועדות שהמספרים רצים בהן הקורונה והגיעה לשם סגנית המיסים והיא אמרה ופשוט להגיש פעימה נכנסים לאינטרנט ממלאים דף וזהו שסיכמנו הכול ויצאתי ואחרי אמרה נשארו התברר 15000 איש הגישו פעימה הגישו שרק להגיש הדף האינטרנט חייבים כספי ומי הכספים ל-98% המייצגים החשבונות החשבון אמרתי למנהל המיסים הכסף ב-10 ביוני שלושה ימים נגמר 15000 הגישו הלך הכסף,כלכלי,0.98373127,"('0.019*""תקציב"" + 0.006*""הכספים"" + 0.005*""האוצר"" + 0.004*""המצב"" + 0.004*""המחיה"" + 0.003*""התקציב"" + 0.003*""באפריל"" + 0.003*""מכן"" + 0.003*""יוקר"" + 0.003*""מבחינת""',)",7
8443,תראו עוסקים כאוב ועצוב כאוב ועצוב פעמיים רשלנות רפואית עצוב טעות שטעויות יכולות לקרות צריכות יכולות בוודאי כשמדובר בהליך רפואי בהליך רפואי אלקטיבי וממנו יוצאים מגבלה חס וחלילה פטירה שהגיע מתקבל הדעת ופעם שנייה לקראת הגיעו אלינו מקבץ מקרים שבהם שהנורא קרה ובן המשפחה נפגע רשלנות נבדק הסוף טופל הסוף במשרד הבריאות לוודא שמקרים ישנו יחזרו עצמם,בטחון,0.9831753,"('0.004*""הדברים"" + 0.003*""צריכים"" + 0.003*""הביטחון"" + 0.003*""המצב"" + 0.003*""ערך"" + 0.003*""חייב"" + 0.002*""הקודמת"" + 0.002*""עובדים"" + 0.002*""יכולים"" + 0.002*""אותנו""',)",7
9591,שרציתי לקיים עקב ממצא שנגלה לעיני מזמן שתוחלת אזרחי הפריפריה קצרה ב-5 מתוחלת שאר אזרחי סבור שהנסיבה המרכזית לכך שתוחלת קצרה מחסור בשירותי בריאות בסופו שמקבל שירותי בריאות זמינים ומהירים פותר בעיות הרי ידוע היטב שברפואה מכירים שפותר שמקדים תרופה למכה מסתבך מאחר ולאנשים הפתרון הרפואי בהישג-יד לעתים דוחים המפגש הרופא המטפל ספק מזיק לבריאותם לקצר תוחלת,ניצולי שואה,0.98316413,"('0.008*""השואה"" + 0.005*""ניצולי"" + 0.005*""בשבת"" + 0.004*""שואה"" + 0.004*""שיר"" + 0.003*""ציבור"" + 0.003*""נקרא"" + 0.003*""הכללי"" + 0.003*""בהם"" + 0.003*""הכספים""',)",7
7311,האחרון שהתוודענו אליו מקרי שזו פעולה שליחות מועצה במועצת חוף אשקלון התושבים קיבלו שירות ימים ומישהו מועצה נדרש ושאל וחקר ושוב חקר ושוב דרש קיבל התשובה שבעצם המועצה בדרישת כופר ואין המידע להפעיל והיא חסומה מלהפעיל המערכות המועצה שילמה הכופר מהפרט למדנו כלל המקרה ששולם קיים עצם שנמצא פרוץ במקרים קרימינל וכפי פרצה קוראת לעוד פרצות להתגבר,בטחון,0.9831601,"('0.004*""הדברים"" + 0.003*""צריכים"" + 0.003*""הביטחון"" + 0.003*""המצב"" + 0.003*""ערך"" + 0.003*""חייב"" + 0.002*""הקודמת"" + 0.002*""עובדים"" + 0.002*""יכולים"" + 0.002*""אותנו""',)",7
7118,שהוקמה בעקבות העלאת הפרישה בשנת 2004 התחילה לפעול ולקבל כספים בשנת 2011 מטרתה לסייע שנפגעו כתוצאה מהעלאתו הפרישה מסלולים מסלול מעין פנסיית גישור שנפלטו מהעבודה ונותרו בלא פרנסה ובלא חלופית בעקבות העלאת הפרישה; והמטרה השנייה הכשרה והסבה מקצועית שעוסקים במקצועות שוחקים כשמקצועות שוחקים הגדרה ברורה במקצועות שהעבודה הפיזית בהם ושוחקת והיא להמשיך לעסוק בהם בגיל מאוחר,נשים,0.98286927,"('0.028*""נשים"" + 0.026*""מעמד"" + 0.026*""האישה"" + 0.023*""לקידום"" + 0.015*""מגדרי"" + 0.010*""ולשוויון"" + 0.009*""פותחת"" + 0.007*""התקשורת"" + 0.006*""לנשים"" + 0.006*""רשמת""',)",7
1796,הנושאים הללו נדרשים תוך התייחסות להשפעה משבר הקורונה משבר שכנראה ילווה אותנו בחודשים הקרובים ישפיע בחינות הבגרות בחורף ישפיע בחינות הבגרות בקיץ קורה תלמידים לקויות למידה שצריכים אבחונים בתקופה השאלות הללו להתייחסות מאנשי המקצוע ארגונים ומהאקדמיה הדוברים שאתנו מציע שנפתח החינוך אגף לקויות למידה והפרעות קשב במשרד דני זורנו מבין ליוותה הרפורמות בשנים האחרונות נפתח איתך,חינוך,0.9828451,"('0.069*""החינוך"" + 0.020*""התרבות"" + 0.017*""והספורט"" + 0.011*""חינוך"" + 0.010*""הספר"" + 0.007*""מערכת"" + 0.007*""במערכת"" + 0.006*""תלמידים"" + 0.005*""בחינוך"" + 0.005*""המיוחד""',)",7
7716,להסביר הורדתי מסדר מפעל סינרגי שכבר קיימנו דיונים וכנראה נמשיך לדון המצב שאמורים בימים בשבועות הקרובים החלטה למיטב ידיעתי יתרום נדבר העניין מעריך שהנושא חיובי מבחינת המפעל מקיימים אומרת נכנסים לתוך אומרים מפעילים לחץ שאמור להתקיים במשרד הכלכלה הערובה ההתנהלות מפעל סינרגי ההערכה חיובי לקיים ולומר חושבים שצריך בסופו שהלחץ מביא לפתרון שיכול לגרום נזק,כלכלי,0.9825756,"('0.019*""תקציב"" + 0.006*""הכספים"" + 0.005*""האוצר"" + 0.004*""המצב"" + 0.004*""המחיה"" + 0.003*""התקציב"" + 0.003*""באפריל"" + 0.003*""מכן"" + 0.003*""יוקר"" + 0.003*""מבחינת""',)",7
8570,שאף ראה ועובדה הקווים שמתארים כיפת הקרח תנודתיות הקוטב הדרומי הצפוני מתייחסת לצד ימין הגרף הקוטב הדרומי בסדר אמצע נובמבר כיפת הקרח בקוטב הצפוני בשנים אחרות הגל הלך וירד עלייה כיפת הקרח גדלה באמצע נובמבר טמפרטורות ממוצעות וזו התמונה 17 בנובמבר ממוצע יממתי טמפרטורה הטמפרטורה הממוצעת בקוטב 20 מעלות הממוצע באמצע נובמבר כיפת הקרח,בריאות,0.9822487,"('0.021*""מבקר"" + 0.014*""החולים"" + 0.007*""הבריאות"" + 0.006*""בתי"" + 0.006*""בדוח"" + 0.004*""הדברים"" + 0.004*""חולים"" + 0.004*""הדוחות"" + 0.003*""המבקר"" + 0.003*""דוחות""',)",7
9725,אזכיר שוודאי כיושב-ראש כאזרח במדינה שאי להתעלם העמדות הפוליטיות לאיזו מפלגה קואליציה אופוזיציה שייך שוויון המיעוטים התייחסת לנושא ולנושא הבדואים שהקביעה אקרא הציטוט המדויק בפרפראזה במילים שהמצב שנמשך פוגע באוכלוסייה המדוברת במדינה באפשרויות דו-קיום ובעצם מביא לפשיעה מביא למצבים שנוגעים לכולנו לאוכלוסיית המיעוטים הספציפית הנבדקת שזאת קביעה שצריכה לעמוד לנגד עינינו ויפה לטיפול הסוגיות,בריאות,0.9822451,"('0.021*""מבקר"" + 0.014*""החולים"" + 0.007*""הבריאות"" + 0.006*""בתי"" + 0.006*""בדוח"" + 0.004*""הדברים"" + 0.004*""חולים"" + 0.004*""הדוחות"" + 0.003*""המבקר"" + 0.003*""דוחות""',)",7
8542,אתן מספרים כשמסתכלים אסותא ארבעה בתי חולים חולים בצפון בקריות חולים בדרום בבאר שבע חולים בראשון חולים בתל שלושה מרכזים רפואיים שבהם אשפוז 23 מפעילים MRI היחידים מבאר שבע בואך אילת דימונה ויישובים ככל שרק מתבקשים מפעילים ניידת הממוגרפיה שהאגודה למלחמה בסרטן הצליחה להפעיל נתנו מפעילים ממטולה אילת המקומות נידחים לנסות לרכוש ניידת נוספת,בטחון,0.9821696,"('0.006*""התקציבים"" + 0.005*""החוץ"" + 0.005*""הביטחון"" + 0.005*""והביטחון"" + 0.003*""אגף"" + 0.003*""במסגרת"" + 0.003*""למשרד"" + 0.003*""זיהוי"" + 0.003*""שינויים"" + 0.003*""מקיימים""',)",7
8730,העמותה למעשה מציינת הכליה העולמי והעיתוי במקרה הפדרציה הבינלאומית קרנות הכליה הכריזה הכליה העולמי כיום שמיועד לנושא מטופלי דיאליזה כמדי נרתמים לנושא שמכריזים ומנסים להוציא לפועל במסגרת פעילויות ובהחלט מודים העניין הפעילות פעילות שבמסגרתה מבחינתנו מתחילים להרגיש מצוין שבועיים אושרו 96 מחלה 6 ימים להורים מטופלי דיאליזה שזו הקלה משמעותית הקשיים בטיפול,ניצולי שואה,0.9815835,"('0.008*""השואה"" + 0.005*""ניצולי"" + 0.005*""בשבת"" + 0.004*""שואה"" + 0.004*""שיר"" + 0.003*""ציבור"" + 0.003*""נקרא"" + 0.003*""הכללי"" + 0.003*""בהם"" + 0.003*""הכספים""',)",7
9387,לאור הנתונים האלו לאור החוויה הקשה מכירה מקרוב החולה המשפחה שמתמודדים ביום-יום ולפעמים מדברת התקופה הטיפולים משפט אמיתי ההשפעות הסרטן ושל הטיפול הסרטן השפעות להעיד לצאת לגמרי תישאר הפגיעה הפיזית הפגיעה הנפשית ודווקא המקומות מתכוונת להרים הזעקה לשים ושל הרלוונטיים ושל הציבור בכלליותו בכדי ואחת מאיתנו יפעל מיגור ומאבק במחלה הארורה,ניצולי שואה,0.9812256,"('0.008*""השואה"" + 0.005*""ניצולי"" + 0.005*""בשבת"" + 0.004*""שואה"" + 0.004*""שיר"" + 0.003*""ציבור"" + 0.003*""נקרא"" + 0.003*""הכללי"" + 0.003*""בהם"" + 0.003*""הכספים""',)",7
5510,ועדה משותפת לשכת עורכי הדין שקשור לציוני מבחני הסמכה בראשית דבריי בכוונתי לקיים חקיקה רשלנית חובבנית מטרה ורצון לקיים חקיקה מקצועית רצינית עניינית ומעמיקה ניפסל ההליך הפרוצדורלי חבריי ללשכת עורכי הדין במידה בונים המשפט העליון תרצו למצוא פגמים חוקתיים בחקיקה הווי שתצטרכו באמצעות באמצעות אופי החקיקה באמצעות הדרך שנחוקק החשוב,עולים,0.98084545,"('0.018*""העלייה"" + 0.017*""הבאים"" + 0.014*""ברוכים"" + 0.013*""הקליטה"" + 0.009*""אלינו"" + 0.008*""הממלכה"" + 0.007*""חברתי"" + 0.007*""לאנשי"" + 0.007*""והקליטה"" + 0.006*""אנשי""',)",7
744,אחזור הדברים שבעצם מתברר שהפרשה משליכה הדור והדור כשהם לבוא ולממש הרכוש הפטירה ולחלק הירושה המשפחה צו ירושה צוואה וצריך לחלק הירושה פי דין רשום במסמכים ילד נוסף המשפחה האחרים צריכים להוכיח שהילד איננו ובעצם נכנסת הפרשה שהילדים נעדרו רשומים בתעודות הזהות תעודת פטירה יכולים לבוא ולאמר שהילד נפטר,בטחון,0.980468,"('0.004*""הדברים"" + 0.003*""צריכים"" + 0.003*""הביטחון"" + 0.003*""המצב"" + 0.003*""ערך"" + 0.003*""חייב"" + 0.002*""הקודמת"" + 0.002*""עובדים"" + 0.002*""יכולים"" + 0.002*""אותנו""',)",7
9326,הרפורמה שהתבצעה העבירה מסר לגמרי לתושבי הפריפריה העבירה לתושבי הנגב המסר לנסוע בזול לבאר שבע העבירה לתושבי הגליל המסר לנסוע בזול לחיפה תושבי הנגב תושבי הגליל למרכז הארץ לתל לירושלים נגבה מכם מחירים גבוהים בפועל מדיניות ניתוק הפריפריה מהמרכז בפועל מדיניות שמשאירה הפריפריה בפריפריה ומנתקת הפריפריה ממרכז הארץ,עולים,0.9800794,"('0.018*""העלייה"" + 0.017*""הבאים"" + 0.014*""ברוכים"" + 0.013*""הקליטה"" + 0.009*""אלינו"" + 0.008*""הממלכה"" + 0.007*""חברתי"" + 0.007*""לאנשי"" + 0.007*""והקליטה"" + 0.006*""אנשי""',)",7
8696,בעברית שחשוב שהוועדה תתייחס ולו בכנס השביתה העובדים הסוציאליים שהשביתה העובדים הסוציאליים השביתה השקופים כשר רווחה לשעבר שהחל בשינוי מהותי במרחבי העבודה העובדים הסוציאליים בהקצאת תקציבים בשינוי אדריכלי המבנים חדרי מילוט לחצני מצוקה ומעל הכול שעברה בקריאה הראשונה ולצערי תוקעת שבמהותה אומרת צריכים להתחשב במספר התיקים שבהם מטפלים,בריאות,0.9800722,"('0.021*""מבקר"" + 0.014*""החולים"" + 0.007*""הבריאות"" + 0.006*""בתי"" + 0.006*""בדוח"" + 0.004*""הדברים"" + 0.004*""חולים"" + 0.004*""הדוחות"" + 0.003*""המבקר"" + 0.003*""דוחות""',)",7
8081,אתייחס עמדת המשפטים נועד בראש ובראשונה עבור המשפחות שקשורות לפרשה סבורים שבהחלט קיים שוני רלוונטי במונחים משפטיים וניתן לאבחן אותן משפחות קבוצה ממשפחות אחרות שמבקשות קבר; שהאפשרות קבר למשפחות אחרות קשורות לפרשה קיימת בריאות העם המטרה לייחד איזו פרוצדורה שבאמצעותה יוכלו המשפחות שקשורות לפרשה לפנות לבית המשפט,עולים,0.9796662,"('0.018*""העלייה"" + 0.017*""הבאים"" + 0.014*""ברוכים"" + 0.013*""הקליטה"" + 0.009*""אלינו"" + 0.008*""הממלכה"" + 0.007*""חברתי"" + 0.007*""לאנשי"" + 0.007*""והקליטה"" + 0.006*""אנשי""',)",7
552,רביעי כו באדר התשפא 10 במרס יומנו בקשת להקדמת בהצעות הבאות הקריאות 1 הביטוח הלאומי הוראת נגיף הקורונה פטור מתשלום דמי ביטוח למעסיק שעובדו שהה בחופשה תשלום בתקופת משבר הקורונה מ/1401 2 סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת 7 בידוד בפיקוח טכנולוגי שנכנס לישראל מ/1402,קורונה,0.9787843,"('0.025*""הקורונה"" + 0.021*""הוראת"" + 0.015*""נגיף"" + 0.013*""סמכויות"" + 0.011*""לחוק"" + 0.010*""החוקה"" + 0.010*""צו"" + 0.009*""מיוחדות"" + 0.009*""להתמודדות"" + 0.009*""ומשפט""',)",7
4346,נותן דגש שמאוד הקפדנו שהמניע למהלך אותות תעודות הביטחון הביטחון נקפיד שאותות אותות שמקבל תעודות אזרחים טעם תעודה שישימו החולצה הלבנה יקבלו תעודה בתעודה חתומים הביטחון השר הרלוונטי המוביל דגש בתיקון בעקבות הקודם נתנו לשרים לראשי הארגונים בסופו שמזמנים שעובדים חשבנו שהדבר מציע מירי שנעבור,בטחון,0.97877365,"('0.004*""הדברים"" + 0.003*""צריכים"" + 0.003*""הביטחון"" + 0.003*""המצב"" + 0.003*""ערך"" + 0.003*""חייב"" + 0.002*""הקודמת"" + 0.002*""עובדים"" + 0.002*""יכולים"" + 0.002*""אותנו""',)",7
