QuoteText,Topic,Topic_Prob
"אני גם אמרתי לשר, ואני חושב שזה גם בא לידי ביטוי בדיונים, שמבחינתה של הוועדה, ואני אומר זאת בגדול, מבלי לדבר על עניין כזה או אחר, הוועדה רואה את הדברים עין בעין, במובן הזה, שהיא רואה לנכון לקדם במהירות האפשרית את החוק הזה. כשהשורה התחתונה, וזה המבחן האמיתי והגדול שלנו, שבסופו של עניין, אזרחי מדינת ישראל יזכו סוף-סוף לקבל או לרכוש רכב במחירים, גם אם הם לא כמו אירופה, אבל במחירים שהם לא רחוקים כאילו אירופה נמצאת במאדים, או ארצות-הברית נמצאת מעבר למאדים.",בריאות,0.584195
"בכל זאת במהלך עשרת הימים האחרונים היו באירופה אירועים, בהזדמנות הזו אני מודה לפורום לתיאום המאבק באנטישמיות, CFCA, על ריכוזים ופרסומם, אציין כמה אירועים שקרו. לפני ארבעה ימים פורסמו בברלין כרזות אנטישמיות במסגרת הבחירות לאגודת הסטודנטים, בבריטניה התפרעו מפגינים פרו פלסטינאים במהלך הרצאה של עמי איילון, ראש השב""כ לשעבר, בסלובניה הורידה רשת מרכולים גדולה מוצרים ישראלים מהמדפים. במוצאי שבת נכנס אדם לבר בהמבורג בגרמניה והצהיר, 'צריך להמית יהודים בגז'. באנטוורפן בבלגיה הגיש עיתון יהודי תלונה רשמית נגד יומן שפרסם טענה של מכחיש שואה, שאף אחד לא מת בתאי גזים. בטורקיה רוססה כתובת נאצה אנטישמית על קיר בית כנסת באיסטנבול. בהנובר, בגרמניה, חולל בית קברות יהודי בפעם השלישית בחודשים האחרונים. בברלין אירעה התנכלות אנטישמית ליהודי חובש כיפה, בשבדיה ברכבת התחתית הודבקו מדבקות המשוות את ישראל לדאעש ומכריזות על ישראל כמדינת טרור נאצית בלתי חוקית. ",בריאות,0.8995256
"לא משנה. הם לא הוזמנו לנושא הזה, הם הוזמנו לנושא של דוח גולדברג. היה מי שמתמצה בדוח גולדברג, לא בנושא של מאיה.",בריאות,0.7053536
"ובעצם יוצא שאולי אחד האתגרים הכי גדולים שיש למדינה היום, קודם כל לייצר תעסוקה לכמה שיותר אנשים, כי אם אין לאנשים תעסוקה אז זה באמת הכי גרוע, אי אפשר לפרנס משפחה; ובמקביל גם לראות איך אנחנו מפזרים את מוקדי התעסוקה ברחבי הארץ. ",בריאות,0.60103977
"בית המשפט ביטל את הסעיפים האלו, תוך שהוא השהה את הביטול לפרק זמן של ששה חודשים, במסגרתם העמיד את תקופת השהייה המרבית במרכז לתקופה של 12 חודשים. כמובן, בתקופה זו ניתן למחוקק פרק זמן משמעותי, להביא הסדר חקיקתי חדש. ככל שלא נביא הסדר חקיקתי בפרק הזמן הזה, שיחלוף כבר בשבוע הבא, תפקע הסמכות של הממונה על ביקורת הגבולות, להוציא הוראת שהייה למסתננים, ומשמעות הדבר תהיה סגירת מרכז השהייה חולות.",בריאות,0.84594226
"התברר לי, והגשתי כבר לשר החקלאות שמיר, שאלה, והוא הסביר לי שאין שום מניעה מצד משרד החקלאות או משרד הבריאות נגד הדגים החיים, אבל זה היה נוח פשוט לבעלי הבריכות, למובילים והם מקפיאים את הדג וזה בסדר גמור.",בריאות,0.95350057
"יפה מאוד. אבל בהסכמה עם שר התקשורת דאז, מר גלעד ארדן, הוא ביקש להוריד את הדבר הזה ואני הסכמתי, וזה קיבל גיבוי של החלטת ממשלה בסייגים שציינתי. ",בריאות,0.83795416
"הסבירו לנו שהנושא הזה הוא נושא מסודר לחלוטין ואף אחד לא ייפגע ולקופות החולים יעבירו את הנושא של נפגעי עבודה. היו לנו חששות גדולים בעניין הזה. אמרנו שיכולות להיות תקלות, והנה, בימים האחרונים אני מקבל תלונות שחלק מהדברים לא סודרו. לא סודרו – הפירוש שאנחנו, ועדת הכספים של הכנסת, ובסופו של דבר מליאת הכנסת, גרמנו לכך שעשינו נזק לאנשים שהם נפגעי עבודה. אני מבקש בישיבה הזאת לברר את הנושאים הללו. א', אם זה נכון, ו-ב', אם זה נכון, אני רוצה לתקן את זה מיד, כי אני מרגיש כאילו עשינו דבר שלא היינו צריכים לעשות אם אכן זה נכון. מי יודע לענות לי?",בריאות,0.78174907
"שלום לכולם. בוקר טוב. חודש טוב, ל' שבט, ה-9 בפברואר. אנחנו נקיים דיון לבקשת אגודת אסף, שזה אגודת החולים של חולי פיברומיאלגיה בנוגע למחלה, כשהמטרה שלנו היא להעלות מודעות ולהאיר את המחלה ואת ההתמודדות של החולים, ואם לדייק חולות ברובן, עם המחלה.",בריאות,0.82316744
"שלום לכולם, בוקר טוב. אני מתכבדת לפתוח את ישיבת ועדת הסמים והאלכוהול של הכנסת. אנחנו בעצם בדיון המשך. הוועדה התכנסה לפני מספר שבועות בנושא רישיונות נהיגה, או נקרא לזה הקשר בין רישיון קנאביס רפואי ורישיון נהיגה. ",בריאות,0.623075
"הנושא השני, שהוא גם אותו דבר, אותו נושא של הוצאה לפועל. לא רצינו להטריח אתכם פעמיים באותם אנשים לשני נושאים, זה העניין של עיקול רכוש שאינו שייך לאיש החייב.",בריאות,0.6125722
"ודים גודון, ראש מחלקת משאבים במשטרת ישראל. אנחנו נדבר על שני דברים. נדבר קצת על איך נראה תקציב משטרת ישראל.",בריאות,0.6339469
"אני הספקתי לראות את ההצעה שמוגשת, נשארה פה לשיטתי נקודת מחלוקת אחת וזה בסעיף 19 של המסמך, שהוא תקנה 36א(א1). הוא לטעמי פרוץ מדי, הוא מה שנקרא 'תכניסו מה שאתם רוצים בפנים', ולא זאת הייתה כוונת המשורר. ",בריאות,0.66362935
"השר ענה לי ואני רוצה לקרוא לכם מתוך מכתב התשובה שלו בנושא הזה ""לקראת שנת העבודה 2016 מתכנן משרדנו להטמיע את הבחינה בשפה האמהרית גם במערכת השמע, בה מתבצע המבחן באמצעות אוזניות ומול מסך ידידותי"". זה מה שהוא כתב אבל, בדבר הזה, כמו שאמרתי, יש בעיה. למי שקורא אמהרית זה יכול להיות פתרון אבל למי שלא יכול לקרוא ולכתוב אמהרית זה לא נותן לו פתרון. אז זה הנושא שאנחנו דנים ואנחנו נשמח לשמוע ממשרד התחבורה בנושא הזה. האם בשלב הזה אתם רוצים שאחרים יתייחסו או שנשמע קודם אתכם?",בריאות,0.52299714
"הוועדה הזו, ויש כאן הרבה סביב השולחן שהם מוזמנים קבועים ומלווים קבועים את הוועדה, גם מאנשי המקצוע ממשרדי הממשלה, גם מהחברה האזרחית. הוועדה הקדישה כמה וכמה דיונים לכל מיני נושאים שקשורים לשיקום ולטיפול מכל מיני סוגים. הוועדה ביקרה בכמה מסגרות, גם בכפרי גמילה, במסגרות שיקומיות מכל מיני סוגים.",בריאות,0.6151523
זה נושא אחד שאנחנו מאשרים אותו ומעמידים אותו להצבעה. מי בעד הקמת ועדת המנה כפי שציינתי? שניים. פה אחד. תודה רבה. אנחנו מאשרים את הקמת ועדת המשנה עם החברים בה. ,בריאות,0.8916176
"אנחנו ביקשנו את זה ואני הדגשתי את זה כי אי אפשר לא להתייחס שבתוך בתי הספר, בתוך מערכת החינוך, אנחנו מעצבים את הדורות הבאים, אנחנו מעצבים את האישיות, את הידע, את הניסיון ואת הדעות ואורח החיים של אזרחי ואזרחיות המדינה בעתיד הקרוב וגם הרחוק. מורים ומורות, מערכת החינוך באופן כללי, יש בידיה כלי שהוא כלי מאוד חזק, יש בידיים שלה כלי שיכול להשפיע על האופי שמתנהלים בהם החיים בתוך המדינה הזו, על היחסים בין שני המגדרים, או יש כאלה שגם יגידו שלושה או ארבעה מגדרים, אני כבר הפסקתי לספור, אני אומרת בין בני ובנות אדם וחווה ומה שהם מגדירים את עצמם. ",בריאות,0.512334
"אנחנו ביקשנו את זה ואני הדגשתי את זה כי אי אפשר לא להתייחס שבתוך בתי הספר, בתוך מערכת החינוך, אנחנו מעצבים את הדורות הבאים, אנחנו מעצבים את האישיות, את הידע, את הניסיון ואת הדעות ואורח החיים של אזרחי ואזרחיות המדינה בעתיד הקרוב וגם הרחוק. מורים ומורות, מערכת החינוך באופן כללי, יש בידיה כלי שהוא כלי מאוד חזק, יש בידיים שלה כלי שיכול להשפיע על האופי שמתנהלים בהם החיים בתוך המדינה הזו, על היחסים בין שני המגדרים, או יש כאלה שגם יגידו שלושה או ארבעה מגדרים, אני כבר הפסקתי לספור, אני אומרת בין בני ובנות אדם וחווה ומה שהם מגדירים את עצמם. ",בריאות,0.512334
"אנחנו פותחים את ישיבת ועדת הכספים. על סדר היום החלטת הממשלה לפעול להפרטת בית הספר המרכזי למלונאות בע""מ (תדמור). ישיבת מעקב.",בריאות,0.6119857
"משרד הביטחון יעביר לוועדה בתוך חודש את התחקיר שנעשה בעקבות האירוע, כדי שנוכל לבחון את תהליך קבלת ההחלטות ואת התהליך שהובל לקבלתן, להבטיח שתימנע הישנות מקרים כאלה בעתיד"".",בריאות,0.59143716
הפרמטרים הם הכנסות והוצאות הרשות המקומית לנפש. הנוסחה לוקחת את הפער שבין מענק איזון לשנה הקודמת לשנה הבאה. כלומר בין מענק המודל לשנת 2014 לבין מענק המודל לשנת 2015. היא מחשבת את ההפרש - -,בריאות,0.7617384
"דו""ח חשוב מאד של מבקר המדינה - וזה המקום להודות לכם על העבודה המצוינת - מעלה ממצאים קשים מאד. מערך ההדרכה השיקומית שאמור להיות הרשת התומכת לעיוורים לאורך כל חייהם, אינו נגיש לרוב העיוורים. לא מספיק ילדים מקבלים ערכות הנגשה ללימודים. הפיקוח על החברות החיצוניות שעוסקות בכך לא מספיק הדוק. ",בריאות,0.96852225
"המצב החוקי היום הוא שמי שילדה לאחר 26 שבועות ולד בין חי ובין מת, תהיה זכאית לכל הזכויות על פי החוק. ההצעה שלנו מבקשת להרחיב את ההגדרה הזאת ולקבוע שאישה תהיה זכאית לכל ההטבות הללו גם אם היא ילדה ולד שאיננו חי החל מהשבוע ה-22 להריונה ולא השבוע ה-26 להריונה. ",בריאות,0.96950173
"מכובדי מנהל הסיעה, אנחנו התחלנו לפתח פה בוועדה רגישות לכל מה שנקרא 'תעשייה' סביב הסטודנטים וסביב כל ההשכלה הגבוהה. אנחנו כנראה גם נצטרך לתקוף את זה, נתקוף את זה בכמה כיוונים, גם במה שקשור במל""ג (המועצה להשכלה גבוהה), ניתן להם להרגיש. לפני שהם מקבלים החלטה שירגישו מהן ההשלכות לגבי הסטודנטים. גם ראשי המוסדות האקדמיים, האוניברסיטאות ומכללות, שלא כל החלטה היא הזדמנות לתעש, למסד אותה ולהתחיל מסלול של תשלומים וכל מיני התמקצעות כזאת או אחרת. בכוונה אני מדבר באופן כללי ולא יורד לפרטים. הנה אני מקווה, אוסמה סעדי מקווה בשבילך, בשבילי ובשביל הסטודנטים שההצעה לסדר מיותרת, בוא נראה את העובדות. אם זה כך, זה חמור מאוד. תציג את הבעיה ונראה איך אנחנו מתמודדים איתה. ",בריאות,0.7543405
"הבקשות לחופש מידע עולות וגם הפניות מהציבור להבין מה קורה אצל מקבלי ההחלטות, מה קורה עם מי שאמונים להפוך את חיינו כאזרחי מדינה לטובים יותר, למה ההחלטות מתקבלות כפי שהן מתקבלות והאם יש שם אינטרסים זרים? זאת הדרך היחידה להיאבק במאבק הזה נגד שחיתות שנמצאת בממסד, כמעט שחיתות ממוסדת. הדרך היחידה לשם היא יותר ויותר שקיפות. ",בריאות,0.68119514
"נמצאים איתנו שניים, אני חושב שמהיותר חברתיים מחברי הכנסת החברתיים של הכנסת, חבר הכנסת אילן גילאון, שבשבילי הוא מורה דרך, אני אוהב אותו מאד למרות שאני לא במפלגה שלו; וחברת הכנסת מיכל בירן, לוחמת ללא חת על זכויות עובדים. ",בריאות,0.5345929
"אני אפנה כדרכנו בקודש, לחברי הכנסת שיוזמים, הם שפותחים ולאחר מכן נזמין את האורחים. אני מקדם בברכה את רבהּ של קרית אונו, הרב רצון ערוסי, אם ירשה לי אז אומר אפילו ידידי ומכובדי, זה כבוד גדול לארח אותך עם המשקל העצום שאתה נושא בתחומים רבים. אין ספק שנשמע אותך וגם כאן תעשיר ותחכים אותנו. בבקשה חברת הכנסת נורית קורן. ",בריאות,0.5404389
"דנו בתזונה בריאה, מה שמביאים בתי הספר ללמד. אנחנו עוד חוטאים במה שאנחנו, אנחנו הריבון, דוחף לתוך בתי הספר. ",בריאות,0.61753446
"צהריים טובים. אנחנו מחדשים את הדיון בנושא: תקנות בתי המשפט (אגרות) (תיקון), התשע""ו-2015; תקנות בתי המשפט לענייני משפחה (אגרות) (תיקון), התשע""ו-2015; תקנות הדיינים (אגרות) (תיקון), התשע""ו-2015; תקנות בתי הדין הדתיים הדרוזיים (אגרות) (תיקון), התשע""ו-2015; תקנות בתי הדין השרעיים (אגרות) (תיקון), התשע""ו-2015. ",בריאות,0.8211288
"היום אנחנו מציינים בכנסת שני ימים חשובים, האחד הוא יום כחול-לבן שאני שמחה לעמוד בראש שדולת כחול-לבן בכנסת וכמובן את יום האישה הבינלאומי שמצוין בכל הארץ וגם כאן. דווקא זה נראה לי חיבור מצוין שאנחנו גם נדבר עליו בשדולה, גם הנושא של יום האישה אבל ניתן כאן דגש על הנושא של כחול-לבן.",בריאות,0.5193013
"הנושא כולו צריך לבוא לידי ביטוי בסדר העדיפויות של משרד הבריאות. בדיון הקודם הובטחו לא מעט הבטחות בעניין, אז אנחנו נרצה לראות שהדבר אכן קורה. משרד מבקר המדינה, האם תרצה לומר משהו בעניין?",בריאות,0.9425864
"אבי אברהם, יושב ראש העמותה למטופלי דיאליזה, העמותה לקידום ושמירת זכויות חולי כליות. העמותה קיימת מאז 1999, אני מושתל כליה בעצמי, עברתי גם טיפולי דיאליזה. כמובן שעכשיו עושה את זה בהתנדבות ובשמחה רבה, אז קודם כל, תודה רבה על הכינוס של היום הזה ותודה רבה לתמי ברנע על העזרה הרבה בכינוס היום. בהחלט הרגשנו ידיים פתוחות פה. ",בריאות,0.7312366
"ועכשיו לנושא פחות שמח, שזה נושא הגיור במדינת ישראל. אנחנו כולנו יודעים שב-2014 הייתה החלטת ממשלה לאפשר הקמה של בתי דין מקומיים לגיור עם סמכות לגייר על פי השקפתם ההלכתית. ב-2015 הממשלה החדשה ביטלה את הנושא ואיך שאני רואה את זה היא פשוט הפקירה מאות אלפי עולים ללא מענה. ",בריאות,0.7354239
"במסגרת תיקון החוק כהוראה של קבע הקובעת את הזכאות של הקשיש לקבל את הגמלה בכסף, מצאנו לנכון לתקן את התקנות לגבי האופן בו הגמלה תשולם לקשיש. במסגרת אותה בחינה מצאנו כי נכון יהיה לתקן את תקנה 4 לתקנות הקובעת את מספר הביקורים לשלושה ולהפחית אותם לשני ביקורים בלבד.",בריאות,0.769472
"כן, מי שצריך להיות. אנחנו נעבור לדיון הבא שיעסוק במתן מענה לקומות גבוהות ברחובות צרים. יש לנו בניינים גבוהים, שלצערנו כבאיות לא יכולות לעבור. רכבי כיבוי לא יכולים להיכנס לרחובות האלה. ",בריאות,0.89455223
"יואל, רקע קצר. אנחנו מכירים את הנושא ואין טעם להרחיב. תגיד כמה מלים על הרקע ונתחיל להתקדם.",בריאות,0.72479135
